ID,Name,count,DoB
http://www.wikidata.org/entity/Q106529,Alain Delon,130,
http://www.wikidata.org/entity/Q38222,George Lucas,130,
http://www.wikidata.org/entity/Q4235,Miley Cyrus,130,
http://www.wikidata.org/entity/Q43203,Clint Eastwood,129,
http://www.wikidata.org/entity/Q34389,Whitney Houston,129,
http://www.wikidata.org/entity/Q37459,Nicole Kidman,128,
http://www.wikidata.org/entity/Q40912,Frank Sinatra,128,
http://www.wikidata.org/entity/Q39792,Jack Nicholson,128,
http://www.wikidata.org/entity/Q151892,Ariana Grande,128,
http://www.wikidata.org/entity/Q41173,Demi Lovato,127,
http://www.wikidata.org/entity/Q37876,Natalie Portman,127,
http://www.wikidata.org/entity/Q34460,Gwyneth Paltrow,127,
http://www.wikidata.org/entity/Q40096,Will Smith,127,
http://www.wikidata.org/entity/Q55800,Oprah Winfrey,127,
http://www.wikidata.org/entity/Q202765,Kate Winslet,126,
http://www.wikidata.org/entity/Q873,Meryl Streep,126,
http://www.wikidata.org/entity/Q23844,George Clooney,126,
http://www.wikidata.org/entity/Q82110,Steven Seagal,126,
http://www.wikidata.org/entity/Q6107,Tupac Shakur,125,
http://www.wikidata.org/entity/Q503706,Chris Pratt,125,
http://www.wikidata.org/entity/Q43252,Sophia Loren,125,
http://www.wikidata.org/entity/Q40523,Julia Roberts,124,
http://www.wikidata.org/entity/Q44306,Salman Rushdie,123,
http://www.wikidata.org/entity/Q40504,Jim Carrey,123,
http://www.wikidata.org/entity/Q41594,Christina Aguilera,123,
http://www.wikidata.org/entity/Q129817,Russell Crowe,122,
http://www.wikidata.org/entity/Q9570,Amitabh Bachchan,122,
http://www.wikidata.org/entity/Q9535,Shah Rukh Khan,122,
http://www.wikidata.org/entity/Q37001,Toshirō Mifune,121,
http://www.wikidata.org/entity/Q3772,Quentin Tarantino,121,
http://www.wikidata.org/entity/Q23543,Selena,121,
http://www.wikidata.org/entity/Q48337,Morgan Freeman,121,
http://www.wikidata.org/entity/Q42493,Katy Perry,121,
http://www.wikidata.org/entity/Q40791,Sandra Bullock,121,
http://www.wikidata.org/entity/Q23891,Andrew Garfield,120,
http://www.wikidata.org/entity/Q56016,Katharine Hepburn,120,
http://www.wikidata.org/entity/Q41076,Mariah Carey,120,
http://www.wikidata.org/entity/Q80966,Cate Blanchett,120,
http://www.wikidata.org/entity/Q2643,George Harrison,120,
http://www.wikidata.org/entity/Q102124,Sigourney Weaver,119,
http://www.wikidata.org/entity/Q83158,Jean Cocteau,119,
http://www.wikidata.org/entity/Q72984,Bing Crosby,119,
http://www.wikidata.org/entity/Q132964,Vladimir Mayakovsky,119,
http://www.wikidata.org/entity/Q43247,Ingrid Bergman,118,
http://www.wikidata.org/entity/Q32522,Jennifer Aniston,118,
http://www.wikidata.org/entity/Q5673,Hans Christian Andersen,236,1805-04-02
http://www.wikidata.org/entity/Q5686,Charles Dickens,231,1812-02-07
http://www.wikidata.org/entity/Q7200,Alexander Pushkin,224,1799-06-06
http://www.wikidata.org/entity/Q30875,Oscar Wilde,215,1854-10-16
http://www.wikidata.org/entity/Q6882,James Joyce,192,1882-02-02
http://www.wikidata.org/entity/Q892,J. R. R. Tolkien,191,1892-01-03
http://www.wikidata.org/entity/Q9317,John Maynard Keynes,173,1883-06-05
http://www.wikidata.org/entity/Q7197,Simone de Beauvoir,169,1908-01-09
http://www.wikidata.org/entity/Q34660,J. K. Rowling,169,1965-07-31
http://www.wikidata.org/entity/Q5603,Andy Warhol,167,1928-08-06
http://www.wikidata.org/entity/Q40909,Virginia Woolf,156,1882-01-25
http://www.wikidata.org/entity/Q39246,Richard Feynman,152,1918-05-11
http://www.wikidata.org/entity/Q7371,Federico Fellini,151,1920-01-20
http://www.wikidata.org/entity/Q44519,Selma Lagerlöf,150,1858-11-20
http://www.wikidata.org/entity/Q1276,Leonard Cohen,131,1934-09-21
http://www.wikidata.org/entity/Q10390,John McCain,129,1936-08-29
http://www.wikidata.org/entity/Q80440,Anna Akhmatova,126,1889-06-23
http://www.wikidata.org/entity/Q3816,George Sand,126,1804-07-01
http://www.wikidata.org/entity/Q2677,Wilhelm II,125,1859-01-27
http://www.wikidata.org/entity/Q79969,Emma Goldman,122,1869-06-27
http://www.wikidata.org/entity/Q60025,Hannah Arendt,116,1906-10-14
http://www.wikidata.org/entity/Q83059,Saul Bellow,115,1915-06-10
http://www.wikidata.org/entity/Q835,Mikhail Bulgakov,114,1891-05-15
http://www.wikidata.org/entity/Q272855,Kazuo Ishiguro,113,1954-11-08
http://www.wikidata.org/entity/Q34584,Anastacia,105,1968-09-17
http://www.wikidata.org/entity/Q181659,Ursula K. Le Guin,103,1929-10-21
http://www.wikidata.org/entity/Q100948,Rachel Carson,102,1907-05-27
http://www.wikidata.org/entity/Q155845,Chinua Achebe,101,1930-11-16
http://www.wikidata.org/entity/Q76409,Charles Bukowski,101,1920-08-16
http://www.wikidata.org/entity/Q46248,Terry Pratchett,101,1948-04-28
http://www.wikidata.org/entity/Q93356,Seamus Heaney,99,1939-04-13
http://www.wikidata.org/entity/Q103876,Peter O'Toole,99,1932-08-02
http://www.wikidata.org/entity/Q104027,Kirk Douglas,97,1916-12-09
http://www.wikidata.org/entity/Q104049,Sidney Poitier,97,1927-02-20
http://www.wikidata.org/entity/Q2754,Jaroslav Hašek,93,1883-04-30
http://www.wikidata.org/entity/Q105756,John Updike,89,1932-03-18
http://www.wikidata.org/entity/Q184650,Donald Rumsfeld,87,1932-07-09
http://www.wikidata.org/entity/Q152306,Carl Gustaf Emil Mannerheim,85,1867-06-16
http://www.wikidata.org/entity/Q179051,Kareem Abdul-Jabbar,84,1947-04-16
http://www.wikidata.org/entity/Q104358,Billie Holiday,84,1915-04-07
http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci,82,1941-03-16
http://www.wikidata.org/entity/Q221464,Gilbert Gottfried,80,1955-02-28
http://www.wikidata.org/entity/Q188385,Gertrude Stein,79,1874-02-03
http://www.wikidata.org/entity/Q106275,Juliette Binoche,79,1964-03-09
http://www.wikidata.org/entity/Q150943,Gene Hackman,79,1930-01-30
http://www.wikidata.org/entity/Q167821,Gore Vidal,79,1925-10-03
http://www.wikidata.org/entity/Q207036,A. A. Milne,75,1882-01-18
http://www.wikidata.org/entity/Q168041,Zbigniew Brzezinski,75,1928-03-28
http://www.wikidata.org/entity/Q373895,Betty White,75,1922-01-17
http://www.wikidata.org/entity/Q1275768,Fred Rogers,75,1928-03-20
http://www.wikidata.org/entity/Q206972,Olympe de Gouges,73,1748-05-07
http://www.wikidata.org/entity/Q43994,Matt Groening,72,1954-02-15
http://www.wikidata.org/entity/Q44131,Werner Herzog,72,1942-09-05
http://www.wikidata.org/entity/Q189950,Osip Mandelstam,71,1891-01-14
http://www.wikidata.org/entity/Q217160,Kenny Rogers,71,1938-08-21
http://www.wikidata.org/entity/Q233950,Daniel Kahneman,71,1934-03-05
http://www.wikidata.org/entity/Q152441,Janusz Korczak,71,1878-07-22
http://www.wikidata.org/entity/Q1004037,Frederik X of Denmark,71,1968-05-26
http://www.wikidata.org/entity/Q235349,Jill Biden,70,1951-06-03
http://www.wikidata.org/entity/Q115243,Amin Maalouf,70,1949-02-25
http://www.wikidata.org/entity/Q13888,Luchino Visconti,70,1906-11-02
http://www.wikidata.org/entity/Q50713,Jean Renoir,69,1894-09-15
http://www.wikidata.org/entity/Q213287,Marlee Matlin,67,1965-08-24
http://www.wikidata.org/entity/Q55165,Krzysztof Kieślowski,67,1941-06-27
http://www.wikidata.org/entity/Q337276,Sacha Guitry,67,1885-02-21
http://www.wikidata.org/entity/Q298180,Simone Veil,63,1927-07-13
http://www.wikidata.org/entity/Q57382,Christa Wolf,63,1929-03-18
http://www.wikidata.org/entity/Q937084,Philip Reeve,63,1966-02-28
http://www.wikidata.org/entity/Q192707,Charles Barkley,62,1963-02-20
http://www.wikidata.org/entity/Q190379,Ian McEwan,61,1948-06-21
http://www.wikidata.org/entity/Q206112,Willie Nelson,61,1933-04-10
http://www.wikidata.org/entity/Q335064,Vladimir Korolenko,60,1853-07-27
http://www.wikidata.org/entity/Q618352,Kevin Hart,60,1979-07-06
http://www.wikidata.org/entity/Q105466,Bonnie Wright,59,1991-02-17
http://www.wikidata.org/entity/Q111190,F. Sherwood Rowland,59,1927-06-28
http://www.wikidata.org/entity/Q313256,Bob Fosse,59,1927-06-23
http://www.wikidata.org/entity/Q21163,Ferdinand Tönnies,59,1855-07-26
http://www.wikidata.org/entity/Q59945,Jacob Burckhardt,59,1818-05-25
http://www.wikidata.org/entity/Q210798,Joris-Karl Huysmans,58,1848-02-05
http://www.wikidata.org/entity/Q192217,Rob Schneider,57,1963-10-31
http://www.wikidata.org/entity/Q60113,Bernhard von Bülow,56,1849-05-03
http://www.wikidata.org/entity/Q49478,Pierre de Marivaux,55,1688-02-04
http://www.wikidata.org/entity/Q6722,Carl Friedrich Gauss,189,1777-04-30
http://www.wikidata.org/entity/Q7604,Leonhard Euler,183,1707-04-15
http://www.wikidata.org/entity/Q36488,Guglielmo Marconi,127,1874-04-25
http://www.wikidata.org/entity/Q44481,Pierre-Simon Laplace,123,1749-03-23
http://www.wikidata.org/entity/Q47480,Paul Dirac,122,1902-08-08
http://www.wikidata.org/entity/Q58978,Max Born,119,1882-12-11
http://www.wikidata.org/entity/Q17455,John von Neumann,116,1903-12-28
http://www.wikidata.org/entity/Q41390,Kurt Gödel,107,1906-04-28
http://www.wikidata.org/entity/Q58720,Mikhail Lomonosov,107,1711-11-19
http://www.wikidata.org/entity/Q41239,Konstantin Tsiolkovskii,99,1857-09-17
http://www.wikidata.org/entity/Q57100,Maria Goeppert Mayer,98,1906-06-28
http://www.wikidata.org/entity/Q185007,Rita Levi-Montalcini,98,1909-04-22
http://www.wikidata.org/entity/Q62891,Heike Kamerlingh Onnes,90,1853-09-21
http://www.wikidata.org/entity/Q104668,Vitaly Ginzburg,87,1916-10-04
http://www.wikidata.org/entity/Q7426,Ada Yonath,85,1939-06-22
http://www.wikidata.org/entity/Q102289,Buckminster Fuller,85,1895-07-12
http://www.wikidata.org/entity/Q185832,Emmanuel Swedenborg,85,1688-01-29
http://www.wikidata.org/entity/Q150630,Camillo Golgi,79,1843-07-07
http://www.wikidata.org/entity/Q170842,Sergei Korolev,79,1907-01-12
http://www.wikidata.org/entity/Q8556,Edsger W. Dijkstra,78,1930-05-11
http://www.wikidata.org/entity/Q101740,Benoit Mandelbrot,78,1924-11-20
http://www.wikidata.org/entity/Q103835,Peter Debye,78,1884-03-24
http://www.wikidata.org/entity/Q15118973,Aziz Sancar,75,1946-09-08
http://www.wikidata.org/entity/Q179825,Abdelkader El Djezairi,74,1808-09-06
http://www.wikidata.org/entity/Q17280087,Emmanuelle Charpentier,73,1968-12-11
http://www.wikidata.org/entity/Q493956,Andrea M. Ghez,70,1965-06-16
http://www.wikidata.org/entity/Q16389,Charles K. Kao,70,1933-11-04
http://www.wikidata.org/entity/Q104104,Andre Geim,70,1958-10-21
http://www.wikidata.org/entity/Q107420,Sheldon Glashow,70,1932-12-05
http://www.wikidata.org/entity/Q58328,Jean-Baptiste Biot,69,1774-04-21
http://www.wikidata.org/entity/Q106399,John Howard Northrop,69,1891-07-05
http://www.wikidata.org/entity/Q182964,Niels Ryberg Finsen,68,1860-12-15
http://www.wikidata.org/entity/Q214475,Ayaan Hirsi Ali,68,1969-11-13
http://www.wikidata.org/entity/Q73058,Willard Boyle,67,1924-08-19
http://www.wikidata.org/entity/Q115490,Tadeusz Reichstein,67,1897-07-20
http://www.wikidata.org/entity/Q123089,Benjamin Constant,67,1767-10-25
http://www.wikidata.org/entity/Q192688,Ivar Giaever,67,1929-04-05
http://www.wikidata.org/entity/Q109588,Serge Haroche,66,1944-09-11
http://www.wikidata.org/entity/Q192496,Robert Fulton,66,1765-11-14
http://www.wikidata.org/entity/Q234888,Vera Rubin,66,1928-07-23
http://www.wikidata.org/entity/Q76373,George E. Smith,65,1930-05-10
http://www.wikidata.org/entity/Q153238,Leó Szilárd,64,1898-02-11
http://www.wikidata.org/entity/Q157701,Jaroslav Heyrovský,64,1890-12-20
http://www.wikidata.org/entity/Q156379,Yury Luzhkov,63,1936-09-21
http://www.wikidata.org/entity/Q310767,Lazare Carnot,61,1753-05-13
http://www.wikidata.org/entity/Q57300,Bamir Topi,61,1957-04-24
http://www.wikidata.org/entity/Q157250,Harry Kroto,60,1939-10-07
http://www.wikidata.org/entity/Q450317,Chien-Shiung Wu,59,1912-05-31
http://www.wikidata.org/entity/Q122999,Johann Heinrich Lambert,59,1728-08-26
http://www.wikidata.org/entity/Q57189,Hans Geiger,58,1882-09-30
http://www.wikidata.org/entity/Q152298,Gherman Titov,58,1935-09-11
http://www.wikidata.org/entity/Q65807,Reinhard Genzel,57,1952-03-24
http://www.wikidata.org/entity/Q108602,Susumu Tonegawa,57,1939-09-06
http://www.wikidata.org/entity/Q104592,Bruce Beutler,56,1957-12-29
http://www.wikidata.org/entity/Q106746,Richard Smalley,56,1943-06-06
http://www.wikidata.org/entity/Q139890,Zack Snyder,56,1966-03-01
http://www.wikidata.org/entity/Q205981,Alexander Friedmann,56,1888-06-16
http://www.wikidata.org/entity/Q313211,Alberto Santos-Dumont,55,1873-07-20
http://www.wikidata.org/entity/Q110106,Julius Axelrod,55,1912-05-30
http://www.wikidata.org/entity/Q210898,James Lovelock,55,1919-07-26
http://www.wikidata.org/entity/Q903471,Martin Karplus,54,1930-03-15
http://www.wikidata.org/entity/Q164374,Pierre-Louis Moreau de Maupertuis,54,1698-07-17
http://www.wikidata.org/entity/Q1701279,John O'Keefe,54,1939-11-18
http://www.wikidata.org/entity/Q298341,Raymond Kurzweil,52,1948-02-12
http://www.wikidata.org/entity/Q311005,Alain Badiou,52,1937-01-17
http://www.wikidata.org/entity/Q20018,George Biddell Airy,52,1801-07-27
http://www.wikidata.org/entity/Q315266,Nikolai Pirogov,51,1810-11-25
http://www.wikidata.org/entity/Q268702,Mary Somerville,50,1780-12-26
http://www.wikidata.org/entity/Q211097,Finn E. Kydland,50,1943-12-01
http://www.wikidata.org/entity/Q1235614,Giorgio Parisi,50,1948-08-04
http://www.wikidata.org/entity/Q105572,Benjamin List,49,1968-01-11
http://www.wikidata.org/entity/Q157245,Michael Spence,48,1943-11-07
http://www.wikidata.org/entity/Q160196,Martin Heinrich Klaproth,47,1743-12-01
http://www.wikidata.org/entity/Q237220,Hiram Bingham III,47,1875-11-19
http://www.wikidata.org/entity/Q464166,Kathryn D. Sullivan,45,1951-10-03
http://www.wikidata.org/entity/Q108886,Harrison Schmitt,45,1935-07-03
http://www.wikidata.org/entity/Q164384,Theodore von Kármán,45,1881-05-11
http://www.wikidata.org/entity/Q207325,Christian Goldbach,45,1690-03-18
http://www.wikidata.org/entity/Q42297483,Hary Gunarto,44,1954-01-01
http://www.wikidata.org/entity/Q8743,Thomas Edison,242,1847-02-11
http://www.wikidata.org/entity/Q181,Jimmy Wales,226,1966-08-07
http://www.wikidata.org/entity/Q5284,Bill Gates,226,1955-10-28
http://www.wikidata.org/entity/Q19837,Steve Jobs,221,1955-02-24
http://www.wikidata.org/entity/Q23505,George H. W. Bush,192,1924-06-12
http://www.wikidata.org/entity/Q4688112,Sung Jae-gi,191,1967-09-11
http://www.wikidata.org/entity/Q8768,Henry Ford,190,1863-07-30
http://www.wikidata.org/entity/Q317521,Elon Musk,175,1971-06-28
http://www.wikidata.org/entity/Q11860,Silvio Berlusconi,158,1936-09-29
http://www.wikidata.org/entity/Q43274,Charles III of the United Kingdom,158,1948-11-14
http://www.wikidata.org/entity/Q36215,Mark Zuckerberg,157,1984-05-14
http://www.wikidata.org/entity/Q9041,James Watt,153,1736-01-19
http://www.wikidata.org/entity/Q66107,Henry Kissinger,136,1923-05-27
http://www.wikidata.org/entity/Q47213,Warren Buffett,135,1930-08-30
http://www.wikidata.org/entity/Q41421,Michael Jordan,133,1963-02-17
http://www.wikidata.org/entity/Q126462,Thomas Paine,128,1737-02-09
http://www.wikidata.org/entity/Q58077,Petro Poroshenko,123,1965-09-26
http://www.wikidata.org/entity/Q43179,Ellen Johnson Sirleaf,116,1938-10-29
http://www.wikidata.org/entity/Q3318231,Joko Widodo,113,1961-06-21
http://www.wikidata.org/entity/Q11998,Kylie Minogue,112,1968-05-28
http://www.wikidata.org/entity/Q43969,Muhammad Yunus,111,1940-06-28
http://www.wikidata.org/entity/Q6060,50 Cent,109,1975-07-06
http://www.wikidata.org/entity/Q48283,Yulia Tymoshenko,109,1960-11-27
http://www.wikidata.org/entity/Q484265,Andrew Carnegie,106,1835-11-25
http://www.wikidata.org/entity/Q312556,Jeff Bezos,106,1964-01-12
http://www.wikidata.org/entity/Q80510,Alla Pugacheva,106,1949-04-15
http://www.wikidata.org/entity/Q41871,Paul Newman,105,1925-01-26
http://www.wikidata.org/entity/Q12091,Henry Dunant,104,1828-05-08
http://www.wikidata.org/entity/Q15935,Kanye West,104,1977-06-08
http://www.wikidata.org/entity/Q4934,Larry Page,102,1973-03-26
http://www.wikidata.org/entity/Q186304,Kim Kardashian,102,1980-10-21
http://www.wikidata.org/entity/Q12908,George Soros,101,1930-08-12
http://www.wikidata.org/entity/Q285536,Imelda Marcos,101,1929-07-02
http://www.wikidata.org/entity/Q20882,Gustave Eiffel,97,1832-12-15
http://www.wikidata.org/entity/Q12674,Rudolf Diesel,95,1858-03-18
http://www.wikidata.org/entity/Q160278,John D. Rockefeller,95,1839-07-08
http://www.wikidata.org/entity/Q1148669,Cyril Ramaphosa,93,1952-11-17
http://www.wikidata.org/entity/Q6096,Snoop Dogg,92,1971-10-20
http://www.wikidata.org/entity/Q19825,Cecil Rhodes,91,1853-07-05
http://www.wikidata.org/entity/Q19810,Victoria Beckham,90,1974-04-17
http://www.wikidata.org/entity/Q44220,Anders Behring Breivik,90,1979-02-13
http://www.wikidata.org/entity/Q57373,Asif Ali Zardari,90,1955-07-26
http://www.wikidata.org/entity/Q306,Sebastián Piñera,89,1949-12-01
http://www.wikidata.org/entity/Q11578,Venus Williams,89,1980-06-17
http://www.wikidata.org/entity/Q53944,Rupert Murdoch,89,1931-03-11
http://www.wikidata.org/entity/Q1137062,Jack Ma,89,1964-09-10
http://www.wikidata.org/entity/Q104859,Michael Collins,87,1930-10-31
http://www.wikidata.org/entity/Q122020,Hilary Duff,86,1987-09-28
http://www.wikidata.org/entity/Q834621,Bono,86,1960-05-10
http://www.wikidata.org/entity/Q6078,Dr. Dre,85,1965-02-18
http://www.wikidata.org/entity/Q20850503,Yevgeny Prigozhin,85,1961-06-01
http://www.wikidata.org/entity/Q132596,Tarō Asō,84,1940-09-20
http://www.wikidata.org/entity/Q162005,Paul Allen,84,1953-01-21
http://www.wikidata.org/entity/Q49484,Konstantin Stanislavski,83,1863-01-17
http://www.wikidata.org/entity/Q160518,Gustaf Dalén,83,1869-11-30
http://www.wikidata.org/entity/Q62766,Jay-Z,82,1969-12-04
http://www.wikidata.org/entity/Q134068,Nawaz Sharif,82,1949-12-25
http://www.wikidata.org/entity/Q32849,Akon,81,1973-04-16
http://www.wikidata.org/entity/Q179374,Robert Owen,81,1771-05-14
http://www.wikidata.org/entity/Q194419,Richard Branson,81,1950-07-18
http://www.wikidata.org/entity/Q263696,Debbie Reynolds,81,1932-04-01
http://www.wikidata.org/entity/Q33240,Drake,80,1986-10-24
http://www.wikidata.org/entity/Q57670,Yingluck Shinawatra,80,1967-06-21
http://www.wikidata.org/entity/Q60029,Oskar Schindler,79,1908-04-28
http://www.wikidata.org/entity/Q180455,Aristotle Onassis,79,1906-01-15
http://www.wikidata.org/entity/Q186111,Akbar Hashemi Rafsanjani,79,1934-08-25
http://www.wikidata.org/entity/Q194280,Hugh Hefner,79,1926-04-09
http://www.wikidata.org/entity/Q43137,Sofia Rotaru,78,1947-08-07
http://www.wikidata.org/entity/Q60036,Heidi Klum,78,1973-06-01
http://www.wikidata.org/entity/Q134183,Magic Johnson,78,1959-08-14
http://www.wikidata.org/entity/Q170419,Carlos Slim,78,1940-01-28
http://www.wikidata.org/entity/Q463877,Melinda Gates,78,1964-08-15
http://www.wikidata.org/entity/Q133544,John Logie Baird,77,1888-08-13
http://www.wikidata.org/entity/Q298547,Mukesh Ambani,77,1957-04-19
http://www.wikidata.org/entity/Q54168,J. P. Morgan,76,1837-04-17
http://www.wikidata.org/entity/Q927550,Malcolm Turnbull,76,1954-10-24
http://www.wikidata.org/entity/Q183439,Nina Dobrev,76,1989-01-09
http://www.wikidata.org/entity/Q160219,Stephenie Meyer,75,1973-12-24
http://www.wikidata.org/entity/Q164373,Thaksin Shinawatra,75,1949-07-26
http://www.wikidata.org/entity/Q2069,Juan Manuel Fangio,74,1911-06-24
http://www.wikidata.org/entity/Q78489,Niki Lauda,74,1949-02-22
http://www.wikidata.org/entity/Q57098,Gottlieb Daimler,74,1834-03-17
http://www.wikidata.org/entity/Q189081,Howard Hughes,74,1905-12-24
http://www.wikidata.org/entity/Q15615,Lil Wayne,73,1982-09-27
http://www.wikidata.org/entity/Q93153,Armen Sarkissian,72,1953-06-23
http://www.wikidata.org/entity/Q57106,Heinrich Schliemann,72,1822-01-06
http://www.wikidata.org/entity/Q152503,Mikhail Khodorkovsky,72,1963-06-26
http://www.wikidata.org/entity/Q172303,Tyra Banks,72,1973-01-01
http://www.wikidata.org/entity/Q92759,Larry Ellison,71,1944-08-17
http://www.wikidata.org/entity/Q159577,Jet Li,116,1963-04-26
http://www.wikidata.org/entity/Q162043,Eusébio,91,1942-01-25
http://www.wikidata.org/entity/Q483137,Petr Čech,71,1982-05-20
http://www.wikidata.org/entity/Q44158,Dave Bautista,66,1969-01-18
http://www.wikidata.org/entity/Q529925,Magnús Scheving,65,1964-11-10
http://www.wikidata.org/entity/Q171295,Pavel Nedvěd,62,1972-08-30
http://www.wikidata.org/entity/Q18797,Wladimir Klitschko,55,1976-03-25
http://www.wikidata.org/entity/Q209390,Jackie Joyner-Kersee,54,1962-03-03
http://www.wikidata.org/entity/Q31082,Florence Griffith Joyner,53,1959-12-21
http://www.wikidata.org/entity/Q242201,Ronda Rousey,53,1987-02-01
http://www.wikidata.org/entity/Q16849,Matti Nykänen,52,1963-07-17
http://www.wikidata.org/entity/Q319351,Roger Bannister,51,1929-03-23
http://www.wikidata.org/entity/Q31377,Pavel Horváth,47,1975-04-22
http://www.wikidata.org/entity/Q229503,Věra Čáslavská,47,1942-05-03
http://www.wikidata.org/entity/Q76455,Magdalena Neuner,46,1987-02-09
http://www.wikidata.org/entity/Q109255,Bernard Hinault,44,1954-11-14
http://www.wikidata.org/entity/Q157847,Toni Schumacher,43,1954-03-06
http://www.wikidata.org/entity/Q278239,Vladimír Darida,43,1990-08-08
http://www.wikidata.org/entity/Q310989,Dick Fosbury,43,1947-03-06
http://www.wikidata.org/entity/Q1000592,Tyson Fury,43,1988-08-12
http://www.wikidata.org/entity/Q255011,Hana Mandlíková,41,1962-02-19
http://www.wikidata.org/entity/Q230353,Barbora Strýcová,39,1986-03-28
http://www.wikidata.org/entity/Q234408,Dana Zátopková,38,1922-09-19
http://www.wikidata.org/entity/Q356271,Georges St-Pierre,38,1981-05-19
http://www.wikidata.org/entity/Q233683,Jarmila Kratochvílová,36,1951-01-26
http://www.wikidata.org/entity/Q312695,Dominik Hašek,36,1965-01-29
http://www.wikidata.org/entity/Q334393,David Limberský,35,1983-10-06
http://www.wikidata.org/entity/Q314712,Barry Bonds,34,1964-07-24
http://www.wikidata.org/entity/Q769648,Ivan Poddubny,33,1871-10-08
http://www.wikidata.org/entity/Q361587,Kevin Peter Hall,32,1955-05-09
http://www.wikidata.org/entity/Q463531,Jean-Baptiste Charcot,31,1867-07-15
http://www.wikidata.org/entity/Q506188,Thomas Lipton,31,1848-05-10
http://www.wikidata.org/entity/Q334334,Daniel Kolář,31,1985-10-27
http://www.wikidata.org/entity/Q926482,Wim Hof,31,1959-04-20
http://www.wikidata.org/entity/Q382073,Filip Jícha,30,1982-04-19
http://www.wikidata.org/entity/Q11581,Andrea Sestini Hlaváčková,30,1986-08-10
http://www.wikidata.org/entity/Q15542,Jefferson Pérez,29,1974-07-13
http://www.wikidata.org/entity/Q77389,Robert Hübner,29,1948-11-06
http://www.wikidata.org/entity/Q240984,Elena Novikova-Belova,28,1947-07-28
http://www.wikidata.org/entity/Q18129428,Zhan Beleniuk,28,1991-01-24
http://www.wikidata.org/entity/Q69353976,Marileidy Paulino,28,1996-10-25
http://www.wikidata.org/entity/Q380115,Michal Bílek,27,1965-04-13
