ID,Name,DoB,count,source
http://www.wikidata.org/entity/Q1930632,Richard Reid,1974-08-12 00:00:00+00:00,11.0,Terrorist
http://www.wikidata.org/entity/Q2042506,Jegor Sozonov,1879-06-07 00:00:00+00:00,11.0,Terrorist
http://www.wikidata.org/entity/Q2394024,Hagop Hagopian,1951-01-01 00:00:00+00:00,11.0,Terrorist
http://www.wikidata.org/entity/Q3336251,Abu Suleiman al-Naser,1953-01-01 00:00:00+00:00,11.0,Terrorist
http://www.wikidata.org/entity/Q3634588,Barbara Balzerani,1949-01-16 00:00:00+00:00,11.0,Terrorist
http://www.wikidata.org/entity/Q11537225,Satoshi Kirishima,1954-01-09 00:00:00+00:00,11.0,Terrorist
http://www.wikidata.org/entity/Q67475,Horst Söhnlein,1942-10-13 00:00:00+00:00,11.0,Terrorist
http://www.wikidata.org/entity/Q450052,Mounir el-Motassadeq,1974-04-03 00:00:00+00:00,11.0,Terrorist
http://www.wikidata.org/entity/Q922385,Alberto Franceschini,1947-10-26 00:00:00+00:00,11.0,Terrorist
http://www.wikidata.org/entity/Q3813261,Edith Lagos,1962-11-27 00:00:00+00:00,10.0,Terrorist
http://www.wikidata.org/entity/Q4087579,Anastasia Bitsenko,1875-10-29 00:00:00+00:00,10.0,Terrorist
http://www.wikidata.org/entity/Q78424,Wilfried Böse,1949-02-17 00:00:00+00:00,10.0,Terrorist
http://www.wikidata.org/entity/Q606291,Comrade Artemio,1965-09-08 00:00:00+00:00,10.0,Terrorist
http://www.wikidata.org/entity/Q644394,Víctor Polay,1951-04-06 00:00:00+00:00,10.0,Terrorist
http://www.wikidata.org/entity/Q755858,Atiyah Abd al-Rahman,1970-01-01 00:00:00+00:00,10.0,Terrorist
http://www.wikidata.org/entity/Q1264305,Iñaki de Juana Chaos,1955-09-21 00:00:00+00:00,9.0,Terrorist
http://www.wikidata.org/entity/Q4777638,António Sampaio da Nóvoa,1954-12-12 00:00:00+00:00,9.0,Terrorist
http://www.wikidata.org/entity/Q5797563,Dairo Antonio Úsuga David,1971-09-15 00:00:00+00:00,9.0,Terrorist
http://www.wikidata.org/entity/Q6702031,Luke Helder,1981-05-05 00:00:00+00:00,9.0,Terrorist
http://www.wikidata.org/entity/Q73155,Magdalena Kopp,1948-04-02 00:00:00+00:00,9.0,Terrorist
http://www.wikidata.org/entity/Q153246,Francisco Javier López Peña,1958-05-30 00:00:00+00:00,9.0,Terrorist
http://www.wikidata.org/entity/Q468944,Souhaila Andrawes,1953-03-28 00:00:00+00:00,9.0,Terrorist
http://www.wikidata.org/entity/Q930534,Samuel Byck,1930-01-30 00:00:00+00:00,9.0,Terrorist
http://www.wikidata.org/entity/Q965667,Miguel Garikoitz Aspiazu Rubina,1973-07-06 00:00:00+00:00,9.0,Terrorist
http://www.wikidata.org/entity/Q17279284,Abu Waheeb,1986-01-01 00:00:00+00:00,9.0,Terrorist
http://www.wikidata.org/entity/Q18745068,Amedy Coulibaly,1982-02-27 00:00:00+00:00,9.0,Terrorist
http://www.wikidata.org/entity/Q3775801,Manuel Pardiñas,1886-01-01 00:00:00+00:00,8.0,Terrorist
http://www.wikidata.org/entity/Q3817131,Elena Iparraguirre Revoredo,1947-09-14 00:00:00+00:00,8.0,Terrorist
http://www.wikidata.org/entity/Q4007877,Valerio Fioravanti,1958-03-28 00:00:00+00:00,8.0,Terrorist
http://www.wikidata.org/entity/Q4405108,Said Buryatsky,1982-02-10 00:00:00+00:00,8.0,Terrorist
http://www.wikidata.org/entity/Q96863,Inge Viett,1944-01-12 00:00:00+00:00,8.0,Terrorist
http://www.wikidata.org/entity/Q123579,Marco Camenisch,1952-01-21 00:00:00+00:00,8.0,Terrorist
http://www.wikidata.org/entity/Q793479,Azahari Husin,1957-09-14 00:00:00+00:00,8.0,Terrorist
http://www.wikidata.org/entity/Q109721275,José Macias Villamar,1979-09-30 00:00:00+00:00,8.0,Terrorist
http://www.wikidata.org/entity/Q2617534,Thenmozhi Rajaratnam,1974-01-01 00:00:00+00:00,7.0,Terrorist
http://www.wikidata.org/entity/Q2643843,Alexandros Giotopoulos,1944-01-01 00:00:00+00:00,7.0,Terrorist
http://www.wikidata.org/entity/Q187447,Pablo Escobar,1949-12-01 00:00:00+00:00,102.0,Druglord
http://www.wikidata.org/entity/Q5951723,Juan Orlando Hernández,1968-10-28 00:00:00+00:00,54.0,Druglord
http://www.wikidata.org/entity/Q456321,Joaquín Guzmán Loera,1957-04-04 00:00:00+00:00,53.0,Druglord
http://www.wikidata.org/entity/Q36804,Eazy-E,1964-09-07 00:00:00+00:00,51.0,Druglord
http://www.wikidata.org/entity/Q208357,Lucky Luciano,1897-11-24 00:00:00+00:00,48.0,Druglord
http://www.wikidata.org/entity/Q312688,John Holmes,1944-08-08 00:00:00+00:00,34.0,Druglord
http://www.wikidata.org/entity/Q1621643,Miguel Emmanuel Figueroa Pérez,1946-01-08 00:00:00+00:00,30.0,Druglord
http://www.wikidata.org/entity/Q212496,Tommaso Buscetta,1928-07-13 00:00:00+00:00,28.0,Druglord
http://www.wikidata.org/entity/Q509644,Griselda Blanco,1943-02-15 00:00:00+00:00,27.0,Druglord
http://www.wikidata.org/entity/Q354186,Steve Francis,1977-02-21 00:00:00+00:00,27.0,Druglord
http://www.wikidata.org/entity/Q558354,Henry Hill,1943-06-11 00:00:00+00:00,27.0,Druglord
http://www.wikidata.org/entity/Q452109,Amado Carrillo ( el señor de los cielos),1956-12-17 00:00:00+00:00,25.0,Druglord
http://www.wikidata.org/entity/Q537498,Vito Genovese,1897-11-21 00:00:00+00:00,25.0,Druglord
http://www.wikidata.org/entity/Q354047,George Jung,1942-08-06 00:00:00+00:00,23.0,Druglord
http://www.wikidata.org/entity/Q366664,Sam Jones,1983-04-29 00:00:00+00:00,22.0,Druglord
http://www.wikidata.org/entity/Q441241,Frank Lucas,1930-09-09 00:00:00+00:00,22.0,Druglord
http://www.wikidata.org/entity/Q241669,Nancy Spungen,1958-02-27 00:00:00+00:00,21.0,Druglord
http://www.wikidata.org/entity/Q713421,Khun Sa,1934-02-22 00:00:00+00:00,20.0,Druglord
http://www.wikidata.org/entity/Q250539,Edward Bunker,1933-12-31 00:00:00+00:00,20.0,Druglord
http://www.wikidata.org/entity/Q326239,Barry Seal,1939-07-16 00:00:00+00:00,20.0,Druglord
http://www.wikidata.org/entity/Q1442404,Rafael Caro Quintero,1952-10-24 00:00:00+00:00,19.0,Druglord
http://www.wikidata.org/entity/Q6084644,Ismael Zambada Garcia,1948-01-01 00:00:00+00:00,18.0,Druglord
http://www.wikidata.org/entity/Q2254048,Miguel Rodríguez Orejuela,1943-08-15 00:00:00+00:00,18.0,Druglord
http://www.wikidata.org/entity/Q709866,Joseph Valachi,1903-09-22 00:00:00+00:00,17.0,Druglord
http://www.wikidata.org/entity/Q932705,David Jenkins,1952-05-25 00:00:00+00:00,17.0,Druglord
http://www.wikidata.org/entity/Q1631875,Howard Marks,1945-08-13 00:00:00+00:00,17.0,Druglord
http://www.wikidata.org/entity/Q172474,Ricardo Londoño,1949-08-08 00:00:00+00:00,16.0,Druglord
http://www.wikidata.org/entity/Q1043820,Carmine Galante,1910-02-21 00:00:00+00:00,16.0,Druglord
http://www.wikidata.org/entity/Q1240227,Joe Profaci,1897-10-02 00:00:00+00:00,16.0,Druglord
http://www.wikidata.org/entity/Q1351501,Gilberto Rodríguez Orejuela,1939-01-30 00:00:00+00:00,15.0,Druglord
http://www.wikidata.org/entity/Q302061,Carlos Lehder,1949-09-07 00:00:00+00:00,15.0,Druglord
http://www.wikidata.org/entity/Q5889629,Gonzalo Gaviria,1946-12-25 00:00:00+00:00,15.0,Druglord
http://www.wikidata.org/entity/Q1332591,Ellsworth Raymond Johnson,1905-10-31 00:00:00+00:00,15.0,Druglord
http://www.wikidata.org/entity/Q5394172,Ernesto Fonseca Carrillo,1942-02-26 00:00:00+00:00,14.0,Druglord
http://www.wikidata.org/entity/Q640300,"Greg ""Cadillac"" Anderson",1964-06-22 00:00:00+00:00,14.0,Druglord
http://www.wikidata.org/entity/Q703958,Yoshio Kodama,1911-02-18 00:00:00+00:00,14.0,Druglord
http://www.wikidata.org/entity/Q969855,James Burke,1931-07-05 00:00:00+00:00,14.0,Druglord
http://www.wikidata.org/entity/Q1028724,Cameron Douglas,1978-12-13 00:00:00+00:00,14.0,Druglord
http://www.wikidata.org/entity/Q2567039,William Bedford,1963-12-14 00:00:00+00:00,13.0,Druglord
http://www.wikidata.org/entity/Q222862,2 Pistols,1983-06-11 00:00:00+00:00,13.0,Druglord
http://www.wikidata.org/entity/Q723169,Jesse James Hollywood,1980-01-28 00:00:00+00:00,13.0,Druglord
http://www.wikidata.org/entity/Q5930952,Jhon Jairo Velásquez,1962-04-15 00:00:00+00:00,13.0,Druglord
http://www.wikidata.org/entity/Q3810575,José Santacruz Londoños,1943-10-01 00:00:00+00:00,12.0,Druglord
http://www.wikidata.org/entity/Q453260,Deniz Seki,1970-07-01 00:00:00+00:00,12.0,Druglord
http://www.wikidata.org/entity/Q555661,Miguel Treviño Morales,1973-11-18 00:00:00+00:00,12.0,Druglord
http://www.wikidata.org/entity/Q783334,Diego Osorio,1970-07-21 00:00:00+00:00,12.0,Druglord
http://www.wikidata.org/entity/Q16090103,Murray Riley,1925-10-05 00:00:00+00:00,12.0,Druglord
http://www.wikidata.org/entity/Q2706794,Michele Greco,1924-05-12 00:00:00+00:00,11.0,Druglord
http://www.wikidata.org/entity/Q329722,Fabio Ochoa Vásquez,1957-05-02 00:00:00+00:00,11.0,Druglord
http://www.wikidata.org/entity/Q3788151,Hélmer Herrera Buitrago,1951-08-24 00:00:00+00:00,11.0,Druglord
http://www.wikidata.org/entity/Q1976742,Ramón Arellano Félix,1964-08-31 00:00:00+00:00,11.0,Druglord
http://www.wikidata.org/entity/Q420218,Akmal Shaikh,1956-04-05 00:00:00+00:00,11.0,Druglord
http://www.wikidata.org/entity/Q548453,Jerome Bettis,1972-02-16 00:00:00+00:00,11.0,Druglord
http://www.wikidata.org/entity/Q630059,Heriberto Lazcano Lazcano,1974-12-25 00:00:00+00:00,11.0,Druglord
http://www.wikidata.org/entity/Q982861,Osiel Cárdenas Guillén,1967-05-18 00:00:00+00:00,11.0,Druglord
http://www.wikidata.org/entity/Q1338001,Roy DeMeo,1940-09-07 00:00:00+00:00,11.0,Druglord
http://www.wikidata.org/entity/Q1387480,Van Tuong Nguyen,1980-08-17 00:00:00+00:00,11.0,Druglord
http://www.wikidata.org/entity/Q1086587,Christopher Coke,1969-03-13 00:00:00+00:00,10.0,Druglord
http://www.wikidata.org/entity/Q1391135,Nazario Moreno Rodríguez,1970-03-08 00:00:00+00:00,10.0,Druglord
http://www.wikidata.org/entity/Q330723,Michael Nunn,1963-04-14 00:00:00+00:00,10.0,Druglord
http://www.wikidata.org/entity/Q3749916,Francesco Di Carlo,1941-02-18 00:00:00+00:00,10.0,Druglord
http://www.wikidata.org/entity/Q4083345,Héctor Beltrán Leyva,1965-02-15 00:00:00+00:00,10.0,Druglord
http://www.wikidata.org/entity/Q4317352,Juan Nepomuceno Guerra Cárdenas,1915-07-18 00:00:00+00:00,10.0,Druglord
http://www.wikidata.org/entity/Q17991962,Leo Sharp,1924-05-07 00:00:00+00:00,10.0,Druglord
http://www.wikidata.org/entity/Q28858771,Nemesio Oseguera Cervantes,1966-07-17 00:00:00+00:00,10.0,Druglord
http://www.wikidata.org/entity/Q693462,Nicky Barnes,1933-10-15 00:00:00+00:00,9.0,Druglord
http://www.wikidata.org/entity/Q3241051,Schapelle Corby,1977-07-10 00:00:00+00:00,9.0,Druglord
http://www.wikidata.org/entity/Q4059774,Pablo Acosta Villarreal,1937-01-26 00:00:00+00:00,9.0,Druglord
http://www.wikidata.org/entity/Q572992,Anthony Casso,1942-05-21 00:00:00+00:00,9.0,Druglord
http://www.wikidata.org/entity/Q4342811,Héctor Luis Palma Salazar Hueco,1962-08-25 00:00:00+00:00,9.0,Druglord
http://www.wikidata.org/entity/Q7087224,Olive Yang,1927-06-24 00:00:00+00:00,9.0,Druglord
http://www.wikidata.org/entity/Q71848197,Ovidio Guzmán López,1990-03-29 00:00:00+00:00,9.0,Druglord
http://www.wikidata.org/entity/Q2880142,Rafael Aguilar Guajardo,1950-01-01 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q3048371,Eduardo Ravelo,1968-10-13 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q963978,Ignacio Coronel Villarreal,1954-02-01 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q4801748,Arturo Guzmán Decena,1976-01-13 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q1744169,Klaas Bruinsma,1953-10-06 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q457565,Paul Carbone,1894-02-01 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q6252161,"John Paul, Sr.",1939-12-03 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q6299593,Juan David Ochoa Vásquez,1949-04-13 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q365054,Adolfo Constanzo,1962-11-01 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q4756586,Andrew Chan,1984-01-12 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q7159461,Pedro Avilés Pérez,1943-04-11 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q713457,Lo Hsing Han,1935-09-25 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q1438480,Vito Rizzuto,1946-02-21 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q1618045,Victor Amuso,1934-01-01 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q11686460,Juan García Ábrego,1944-09-13 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q24004775,Emma Luciana Aispuro,1989-07-02 00:00:00+00:00,8.0,Druglord
http://www.wikidata.org/entity/Q3080711,South Park Mexican,1970-10-05 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q1284192,Edgar Valdez Villarreal,1973-08-11 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q337589,Diego Murillo Bejarano,1961-02-23 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q4083884,Benjamín Arellano Félix,1952-03-12 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q1850406,Arturo Beltrán Leyva,1961-09-27 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q3700208,William Leonard Pickard,1945-10-21 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q365271,Barry Mills,1948-07-07 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q445742,Angie  Sanclemente,1979-05-25 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q555120,Jorge Eduardo Costilla Sánchez,1971-08-01 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q4142962,Servando Gómez Martínez,1966-02-06 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q6949322,Myuran Sukumaran,1981-04-17 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q963940,Antonio Cárdenas Guillén,1962-03-05 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q984971,Oury Jalloh,1969-01-01 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q1451196,François Spirito,1900-01-22 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q1501400,Gene Gotti,1946-01-01 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q9011609,Txutxi,1973-01-07 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q12312145,Francisco Javier Arellano Félix,1969-12-11 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q13194967,Enrique Plancarte Solís,1970-09-14 00:00:00+00:00,7.0,Druglord
http://www.wikidata.org/entity/Q80048,Al Capone,1899-01-17 00:00:00+00:00,105.0,Gangster
http://www.wikidata.org/entity/Q301646,John Gotti,1940-10-27 00:00:00+00:00,41.0,Gangster
http://www.wikidata.org/entity/Q315487,Bugsy Siegel,1906-02-28 00:00:00+00:00,34.0,Gangster
http://www.wikidata.org/entity/Q312167,Meyer Lansky,1902-07-04 00:00:00+00:00,32.0,Gangster
http://www.wikidata.org/entity/Q557801,Whitey Bulger,1929-09-03 00:00:00+00:00,31.0,Gangster
http://www.wikidata.org/entity/Q2073970,Nipsey Hussle,1985-08-15 00:00:00+00:00,29.0,Gangster
http://www.wikidata.org/entity/Q72733,Machine Gun Kelly,1895-07-18 00:00:00+00:00,25.0,Gangster
http://www.wikidata.org/entity/Q317713,"Stanley ""Tookie"" Williamp",1953-12-29 00:00:00+00:00,25.0,Gangster
http://www.wikidata.org/entity/Q706235,Albert Anastasia,1902-02-26 00:00:00+00:00,21.0,Gangster
http://www.wikidata.org/entity/Q2065710,Aslan Usoyan,1937-02-28 00:00:00+00:00,21.0,Gangster
http://www.wikidata.org/entity/Q945576,Sam Giancana,1908-06-15 00:00:00+00:00,20.0,Gangster
http://www.wikidata.org/entity/Q699442,Du Yuesheng,1888-08-22 00:00:00+00:00,19.0,Gangster
http://www.wikidata.org/entity/Q979329,Bugs Moran,1893-08-21 00:00:00+00:00,19.0,Gangster
http://www.wikidata.org/entity/Q288716,Louis Buchalter,1897-02-06 00:00:00+00:00,18.0,Gangster
http://www.wikidata.org/entity/Q291262,Enoch L. Johnson,1883-01-20 00:00:00+00:00,18.0,Gangster
http://www.wikidata.org/entity/Q717758,William T. Anderson,1839-01-01 00:00:00+00:00,18.0,Gangster
http://www.wikidata.org/entity/Q101440369,Jimmy Chérizier,1977-03-30 00:00:00+00:00,18.0,Gangster
http://www.wikidata.org/entity/Q711243,Frank James,1843-01-10 00:00:00+00:00,17.0,Gangster
http://www.wikidata.org/entity/Q733367,Vito Cascioferro,1862-01-22 00:00:00+00:00,17.0,Gangster
http://www.wikidata.org/entity/Q934293,Pretty Boy Floyd,1904-02-03 00:00:00+00:00,17.0,Gangster
http://www.wikidata.org/entity/Q7381393,Russell Bufalino,1903-10-29 00:00:00+00:00,16.0,Gangster
http://www.wikidata.org/entity/Q162160,Soapy Smith,1860-11-02 00:00:00+00:00,15.0,Gangster
http://www.wikidata.org/entity/Q640717,Joseph Colombo,1923-06-16 00:00:00+00:00,15.0,Gangster
http://www.wikidata.org/entity/Q960697,Raymond Washington,1953-08-14 00:00:00+00:00,15.0,Gangster
http://www.wikidata.org/entity/Q3052118,Santo Trafficante,1914-11-15 00:00:00+00:00,14.0,Gangster
http://www.wikidata.org/entity/Q1655816,John Roselli,1905-07-04 00:00:00+00:00,13.0,Gangster
http://www.wikidata.org/entity/Q2361508,Angelo Bruno,1910-05-21 00:00:00+00:00,13.0,Gangster
http://www.wikidata.org/entity/Q690707,Joe Adonis,1902-11-22 00:00:00+00:00,12.0,Gangster
http://www.wikidata.org/entity/Q1181113,Dean O'Banion,1892-07-08 00:00:00+00:00,12.0,Gangster
http://www.wikidata.org/entity/Q3778266,Emmett Dalton,1871-05-03 00:00:00+00:00,12.0,Gangster
http://www.wikidata.org/entity/Q4815838,Atique Ahmed,1962-08-10 00:00:00+00:00,12.0,Gangster
http://www.wikidata.org/entity/Q693635,John Franzese,1917-02-06 00:00:00+00:00,11.0,Gangster
http://www.wikidata.org/entity/Q925546,Gaetano Reina,1889-09-27 00:00:00+00:00,11.0,Gangster
http://www.wikidata.org/entity/Q1433029,John A. Gotti,1964-02-14 00:00:00+00:00,11.0,Gangster
