Martin Luther King Jr.,NPP,Has few artistic interests,41,4
Martin Luther King Jr.,NPP,Likes to cooperate with others,42,1
Martin Luther King Jr.,NPP,Is easily distracted,43,4
Martin Luther King Jr.,NPP,"Is sophisticated in art, music, or Literature",44,3
Mikhail Gorbachev,NPP,Is talkative,1,2
Mikhail Gorbachev,NPP,Tends to find fault with others,2,5
Mikhail Gorbachev,NPP,Does a thorough job,3,5
Mikhail Gorbachev,NPP,"Is depressed, blue",4,3
Mikhail Gorbachev,NPP,"Is original, comes up with new ideas",5,5
Mikhail Gorbachev,NPP,Is reserved,6,4
Mikhail Gorbachev,NPP,Is helpful and unselfish with others,7,3
Mikhail Gorbachev,NPP,Can be somewhat careless,8,3
Mikhail Gorbachev,NPP,"Is relaxed, handles stress well",9,3
Mikhail Gorbachev,NPP,Is curious about many different things,10,5
Mikhail Gorbachev,NPP,Is full of energy,11,4
Mikhail Gorbachev,NPP,Starts quarrels with others,12,4
Mikhail Gorbachev,NPP,Is a reliable worker,13,5
Mikhail Gorbachev,NPP,Can be tense,14,5
Mikhail Gorbachev,NPP,"Is ingenious, a deep thinker",15,5
Mikhail Gorbachev,NPP,Generates a lot of enthusiasm,16,1
Mikhail Gorbachev,NPP,Has a forgiving nature,17,1
Mikhail Gorbachev,NPP,Tends to be disorganized,18,3
Mikhail Gorbachev,NPP,Worries a lot,19,3
Mikhail Gorbachev,NPP,Has an active imagination,20,3
Mikhail Gorbachev,NPP,Tends to be quiet,21,5
Mikhail Gorbachev,NPP,Is generally trusting,22,4
Mikhail Gorbachev,NPP,Tends to be lazy,23,3
Mikhail Gorbachev,NPP,"Is emotionally stable, not easily upset",24,5
Mikhail Gorbachev,NPP,Is inventive,25,4
Mikhail Gorbachev,NPP,Has an assertive personality,26,5
Mikhail Gorbachev,NPP,Can be cold and aloof,27,2
Mikhail Gorbachev,NPP,Perseveres until the task is finished,28,4
Mikhail Gorbachev,NPP,Can be moody,29,5
Mikhail Gorbachev,NPP,"Values artistic, aesthetic experiences",30,1
Mikhail Gorbachev,NPP,"Is sometimes shy, inhibited",31,4
Mikhail Gorbachev,NPP,Is considerate and kind to almost everyone,32,4
Mikhail Gorbachev,NPP,Does things efficiently,33,3
Mikhail Gorbachev,NPP,Remains calm in tense situations,34,5
Mikhail Gorbachev,NPP,Prefers work that is routine,35,4
Mikhail Gorbachev,NPP,"Is outgoing, sociable",36,4
Mikhail Gorbachev,NPP,Is sometimes rude to others,37,2
Mikhail Gorbachev,NPP,Makes plans and follows through with them,38,4
Mikhail Gorbachev,NPP,Gets nervous easily,39,3
Mikhail Gorbachev,NPP,"Likes to reflect, play with ideas",40,5
Mikhail Gorbachev,NPP,Has few artistic interests,41,3
Mikhail Gorbachev,NPP,Likes to cooperate with others,42,5
Mikhail Gorbachev,NPP,Is easily distracted,43,2
Mikhail Gorbachev,NPP,"Is sophisticated in art, music, or Literature",44,5
Mother Teresa,NPP,Is talkative,1,3
Mother Teresa,NPP,Tends to find fault with others,2,5
Mother Teresa,NPP,Does a thorough job,3,4
Mother Teresa,NPP,"Is depressed, blue",4,4
Mother Teresa,NPP,"Is original, comes up with new ideas",5,5
Mother Teresa,NPP,Is reserved,6,3
Mother Teresa,NPP,Is helpful and unselfish with others,7,5
Mother Teresa,NPP,Can be somewhat careless,8,4
Mother Teresa,NPP,"Is relaxed, handles stress well",9,5
Mother Teresa,NPP,Is curious about many different things,10,4
Mother Teresa,NPP,Is full of energy,11,5
Mother Teresa,NPP,Starts quarrels with others,12,5
Mother Teresa,NPP,Is a reliable worker,13,3
Mother Teresa,NPP,Can be tense,14,2
Mother Teresa,NPP,"Is ingenious, a deep thinker",15,5
Mother Teresa,NPP,Generates a lot of enthusiasm,16,4
Mother Teresa,NPP,Has a forgiving nature,17,5
Mother Teresa,NPP,Tends to be disorganized,18,5
Mother Teresa,NPP,Worries a lot,19,4
Mother Teresa,NPP,Has an active imagination,20,5
Mother Teresa,NPP,Tends to be quiet,21,3
Mother Teresa,NPP,Is generally trusting,22,5
Mother Teresa,NPP,Tends to be lazy,23,5
Mother Teresa,NPP,"Is emotionally stable, not easily upset",24,5
Mother Teresa,NPP,Is inventive,25,5
Mother Teresa,NPP,Has an assertive personality,26,5
Mother Teresa,NPP,Can be cold and aloof,27,4
Mother Teresa,NPP,Perseveres until the task is finished,28,3
Mother Teresa,NPP,Can be moody,29,3
Mother Teresa,NPP,"Values artistic, aesthetic experiences",30,2
Mother Teresa,NPP,"Is sometimes shy, inhibited",31,2
Mother Teresa,NPP,Is considerate and kind to almost everyone,32,5
Mother Teresa,NPP,Does things efficiently,33,3
Mother Teresa,NPP,Remains calm in tense situations,34,4
Mother Teresa,NPP,Prefers work that is routine,35,5
Mother Teresa,NPP,"Is outgoing, sociable",36,5
Mother Teresa,NPP,Is sometimes rude to others,37,4
Mother Teresa,NPP,Makes plans and follows through with them,38,5
Mother Teresa,NPP,Gets nervous easily,39,4
Mother Teresa,NPP,"Likes to reflect, play with ideas",40,3
Mother Teresa,NPP,Has few artistic interests,41,3
Mother Teresa,NPP,Likes to cooperate with others,42,5
Mother Teresa,NPP,Is easily distracted,43,3
Mother Teresa,NPP,"Is sophisticated in art, music, or Literature",44,5
