Name,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
Augusto Pinochet,3.125,2.333,3.778,3.125,2.9
Avraham Stern,2.625,4.0,2.889,2.75,2.5
Azahari Husin,2.75,4.0,2.778,2.0,3.7
Baba Anujka,2.875,3.556,4.0,2.875,3.2
Baby Face Nelson,2.875,1.667,3.222,3.875,3.9
Barbara Balzerani,4.0,2.444,3.778,2.25,2.6
Barry Mills,1.75,2.333,2.667,2.625,2.3
Barry Seal,2.875,2.667,3.111,3.625,3.1
Beate Zschäpe,2.625,2.444,3.444,2.5,2.5
Belle Gunness,2.0,3.0,3.222,2.75,3.7
Benito Mussolini,2.875,3.444,2.667,1.375,2.4
Benjamín Arellano Félix,2.0,2.667,3.444,2.875,2.5
Beverley Allitt,3.625,3.444,3.778,3.0,2.7
Bijeh,3.25,2.667,3.444,1.75,2.9
Billy the Kid,3.5,4.333,2.667,2.75,2.8
Bobby Joe Long,3.5,3.111,3.444,2.5,2.8
Boris Savinkov,2.0,2.889,4.111,2.875,2.6
Bruce Edwards Ivins,3.25,2.111,3.111,2.25,3.5
Bruno Lüdke,3.875,3.556,3.667,2.75,3.0
Bugs Moran,3.0,2.111,3.444,2.875,3.0
Bugsy Siegel,2.5,3.667,2.444,3.75,3.7
Béla Kiss,2.875,3.556,2.778,2.5,2.4
Cameron Douglas,2.5,3.222,4.0,3.125,2.2
Carl Großmann,1.75,1.889,3.778,3.125,3.7
Carl Panzram,2.875,3.0,2.889,1.625,4.4
Carlos Lehder,2.25,3.667,4.0,2.0,2.7
Carlos the Jackal,3.375,2.111,3.778,3.375,3.4
Carmine Galante,2.25,3.667,3.333,2.375,3.0
Carmine Persico,3.25,3.111,2.0,2.5,4.2
Carmine Tramunti,1.75,2.222,1.889,2.625,2.9
Cesare Battisti,2.75,3.111,2.889,2.0,2.9
"Charles ""Tex"" Watson",3.5,2.111,3.222,4.125,3.8
Charles Manson,3.0,2.778,4.111,3.625,3.4
Charles Ng,2.625,3.444,2.889,3.25,3.7
Charles Sobhraj,2.5,2.667,2.444,2.125,2.5
Charles Starkweather,3.875,3.0,3.889,3.625,2.3
Cheung Tze-keung,2.625,2.556,2.778,1.25,3.4
Chhota Shakeel,3.375,3.778,3.444,2.375,3.9
Christopher Coke,4.125,3.556,3.778,2.0,3.0
Ciro Terranova,3.25,3.222,3.111,2.5,1.6
Cleveland Torso Murderer,2.75,2.667,3.333,2.0,2.7
Comrade Artemio,2.0,2.778,3.111,3.125,2.2
Dagmar Overby,2.875,2.222,3.444,3.375,3.4
Dairo Antonio Úsuga David,2.125,3.444,3.444,2.625,2.7
Daniel Camargo Barbosa,3.875,2.778,3.222,3.0,3.0
Danny Rolling,2.5,4.0,3.889,2.625,2.7
Darya Nikolayevna Saltykova,2.5,3.111,3.556,3.5,3.0
David Berkowitz,3.875,4.111,2.667,3.375,4.1
David Berman,3.0,2.778,3.444,2.375,3.1
David Jenkins,3.625,2.778,3.556,2.0,3.3
Dawood Ibrahim,3.375,3.333,3.0,3.0,2.7
Dean Corll,2.875,3.0,3.333,3.25,2.6
Dean O'Banion,3.625,3.222,3.222,2.875,3.2
Delphine LaLaurie,3.0,2.778,2.556,2.75,2.5
Deniz Seki,3.25,3.556,2.556,2.125,1.8
Dennis Nilsen,3.5,3.0,3.444,3.0,2.1
Dennis Rader,2.625,4.333,4.222,2.125,3.2
Diego Murillo Bejarano,2.625,2.778,3.333,2.625,2.1
Diego Osorio,2.0,3.111,3.111,2.75,3.4
Dominick Napolitano,2.875,3.667,3.333,2.625,2.8
Donato Bilancia,3.0,2.889,3.333,3.125,3.6
Du Yuesheng,3.125,3.111,2.556,3.125,3.7
Dzhokhar Tsarnaev,3.125,2.778,3.667,2.5,2.8
Eazy-E,3.0,3.222,2.778,3.625,2.5
Ed Gein,2.75,3.333,2.333,2.0,2.3
Edgar Valdez Villarreal,3.125,2.778,2.333,2.375,2.5
Edith Lagos,1.75,3.778,2.667,2.75,2.9
Edmund Kemper,4.0,2.111,3.111,2.375,2.5
Eduardo Ravelo,3.5,2.444,3.556,1.375,3.0
Edward Bunker,1.5,2.222,3.111,3.625,2.9
Elena Iparraguirre Revoredo,2.625,3.444,2.667,3.5,3.0
Ellsworth Raymond Johnson,2.75,3.667,2.222,3.125,2.8
Emma Luciana Aispuro,3.625,3.111,2.667,2.375,3.1
Emmett Dalton,2.875,4.667,3.111,3.0,3.5
Enoch L. Johnson,2.375,3.667,3.111,2.375,2.7
Enrique Plancarte Solís,4.25,3.111,2.667,2.875,3.1
Eric Rudolph,3.0,4.333,3.667,2.875,3.7
Ernesto Fonseca Carrillo,2.125,3.0,2.667,2.875,3.6
Eugen Weidmann,2.625,3.444,3.111,3.375,2.4
Fabio Ochoa Vásquez,3.75,3.667,2.667,2.625,3.7
Fanny Kaplan,2.75,3.444,3.667,3.0,3.2
Fayez Banihammad,2.75,4.0,3.222,1.625,3.3
Ferdinand Marcos,2.375,2.778,3.0,3.0,2.0
Fidel Castro,2.625,3.667,4.333,3.25,2.6
Francesco Di Carlo,2.5,2.778,2.444,2.375,3.4
Francisco Franco,3.875,2.778,3.0,1.875,2.1
Francisco Javier Arellano Félix,2.125,3.111,3.333,2.875,2.1
Francisco Javier López Peña,2.625,3.444,3.0,3.0,2.4
Frank Capone,3.125,3.111,2.444,3.375,2.4
Frank Cullotta,2.875,3.333,2.889,2.125,2.9
Frank James,3.0,3.222,2.222,1.875,2.6
Frank Lucas,2.375,3.0,3.0,3.0,3.1
Frank Scalice,3.375,2.778,2.889,2.125,2.9
František Mrázek,3.875,3.111,2.778,1.75,3.6
François Marcantoni,2.0,2.222,3.0,3.25,3.0
François Spirito,3.375,3.889,3.111,2.875,3.6
Fred Burke,3.625,3.0,4.444,3.375,2.3
Fred West,3.125,3.444,3.0,3.625,2.7
Fritz Honka,4.125,3.222,2.889,2.875,3.5
Fulgencio Batista,2.625,3.111,2.889,2.75,2.4
Gaetano Reina,3.875,2.889,2.556,3.375,3.0
Gary M. Heidnik,2.375,2.778,3.222,2.75,3.6
Gary Ray Bowles,3.375,2.667,3.667,3.0,3.2
Gary Ridgway,3.5,3.889,2.333,3.0,2.1
Gene Gotti,2.625,2.889,2.889,2.125,3.8
George Jung,2.25,2.778,3.333,3.5,3.5
Georgios Papadopoulos,2.5,2.667,4.111,3.125,2.7
Gerlando Alberti,3.125,3.333,3.444,2.75,2.5
Gilberto Rodríguez Orejuela,3.125,2.222,3.444,2.125,3.6
Gonzalo Gaviria,2.0,3.222,3.556,2.25,2.8
"Greg ""Cadillac"" Anderson",3.25,4.111,2.0,2.875,2.1
Grim Sleeper,2.5,2.556,2.222,2.375,3.0
Griselda Blanco,3.25,3.222,3.556,3.0,2.9
Gudrun Ensslin,3.25,2.778,2.778,3.5,2.4
H. H. Holmes,3.875,2.889,2.778,2.625,3.0
Hagop Hagopian,3.25,3.0,3.333,3.5,3.1
Harold Shipman,2.875,3.333,4.333,2.625,3.1
Henri Désiré Landru,2.5,2.444,3.222,3.5,2.4
Henry Hill,3.375,3.556,3.0,2.375,3.7
Henry Lee Lucas,3.75,3.667,2.444,2.625,3.7
Herbert Mullin,2.5,2.333,2.444,3.25,2.6
Heriberto Lazcano Lazcano,3.125,2.333,2.667,3.5,3.6
Hiroshi Maeue,2.625,3.556,1.556,3.625,2.9
Horst Söhnlein,3.625,2.778,2.0,1.875,1.7
Hosni Mubarak,2.625,3.333,3.0,2.875,1.8
Howard Marks,2.875,3.222,3.333,2.375,4.0
Huang Jinrong,3.125,2.556,3.0,3.125,2.4
Héctor Beltrán Leyva,1.625,4.111,2.222,2.875,2.8
Héctor Luis Palma Salazar Hueco,2.875,3.556,2.667,3.25,4.2
Hélmer Herrera Buitrago,3.625,3.111,3.222,1.625,2.6
Idi Amin,3.25,3.222,3.667,4.25,3.5
Ignacio Coronel Villarreal,3.875,3.222,3.111,3.25,2.4
Ignacy Hryniewiecki,2.375,4.111,3.111,3.25,2.6
Ignazio Lupo,3.0,3.667,2.333,3.25,2.5
Inge Viett,4.0,3.111,4.0,2.625,2.1
Ismael Zambada Garcia,3.75,3.111,3.0,2.625,2.3
Iñaki de Juana Chaos,3.875,2.333,2.889,3.375,1.9
Jack McGurn,3.75,3.0,3.778,2.25,3.0
Jack Unterweger,3.125,3.333,2.556,2.375,3.3
Jack the Ripper,2.5,3.222,2.778,3.375,3.5
Jackie D'Amico,2.0,3.556,3.111,2.5,3.5
Jackie DiNorscio,3.375,3.556,4.222,2.5,3.2
James Burke,2.75,3.444,3.556,2.625,3.5
James Coonan,3.125,2.667,4.556,2.5,3.2
Jane Toppan,3.0,4.0,2.889,1.875,2.7
Javed Iqbal,2.875,2.778,3.111,3.125,2.9
Jean-Claude Duvalier,2.5,2.778,3.222,3.25,2.0
Jeffrey Dahmer,2.5,3.778,3.333,2.75,3.5
Jegor Sozonov,2.5,4.222,2.889,2.25,3.5
Jerome Bettis,2.875,2.889,3.111,2.0,2.8
Jerry Brudos,3.5,2.889,3.444,3.875,2.8
Jesse James Hollywood,2.625,2.889,3.444,2.5,3.4
Jhon Jairo Velásquez,2.625,3.556,2.333,4.125,3.9
Jim Younger,2.75,2.444,3.333,2.125,3.2
Jimmy Chérizier,2.875,3.0,3.556,2.5,3.6
Joaquín Guzmán Loera,3.75,2.444,2.889,2.125,3.3
Joe Adonis,2.5,3.444,3.556,2.0,3.2
Joe Profaci,3.625,2.889,2.667,3.0,3.4
Joel Rifkin,3.5,2.444,2.111,4.125,1.9
John A. Gotti,3.5,2.778,3.444,3.375,3.0
John Bodkin Adams,2.75,3.333,1.778,2.875,2.1
John Christie,3.375,2.778,2.667,3.25,3.9
John Franzese,2.25,3.111,2.333,2.375,3.4
John Gotti,3.375,2.333,2.333,3.625,2.2
John Haigh,2.75,4.222,2.889,3.75,3.3
John Holmes,3.125,3.222,2.778,3.125,3.2
"John Paul, Sr.",4.375,2.889,3.222,2.125,3.2
John Roselli,2.875,3.333,3.667,2.625,2.3
John Scalise,3.5,2.889,2.778,2.25,2.3
John Wayne Gacy,2.75,3.778,3.222,2.625,2.0
Johnny Stompanato,2.875,2.0,3.333,2.5,2.7
Jorge Eduardo Costilla Sánchez,2.5,3.444,3.667,2.875,2.6
Jorge Rafael Videla,3.5,3.444,4.111,2.125,3.6
Joseph Aiuppa,2.75,2.333,2.444,2.125,3.4
Joseph Colombo,4.25,2.667,3.333,2.125,3.4
Joseph James DeAngelo,2.375,3.444,2.667,3.5,3.5
Joseph Kony,3.0,3.667,3.778,2.625,2.5
Joseph Lanza,3.5,2.444,3.444,2.875,3.3
Joseph Paul Franklin,3.875,3.0,3.0,3.375,2.5
Joseph Stalin,2.625,2.556,3.222,3.375,2.4
Joseph Valachi,3.75,2.778,2.333,2.375,2.5
José Macias Villamar,3.625,4.111,2.778,3.375,3.3
José Santacruz Londoños,4.125,2.556,2.333,3.0,2.4
Juan David Ochoa Vásquez,3.0,2.667,2.444,2.375,3.2
Juan García Ábrego,3.875,3.444,2.778,4.0,3.2
Juan Nepomuceno Guerra Cárdenas,2.125,2.778,3.333,2.25,3.4
Juan Orlando Hernández,3.625,2.556,3.333,4.25,3.1
Juan Vallejo Corona,3.125,3.0,2.778,2.75,2.7
Karl Denke,2.625,2.444,3.778,2.5,2.7
Kenichi Yamamoto,3.25,3.556,3.556,2.125,2.9
Kenneth Bianchi,2.75,2.667,4.222,3.0,3.2
Khalid Sheikh Mohammed,3.125,2.556,2.778,1.75,3.8
Khalid al-Mihdhar,4.375,2.778,2.444,3.375,2.9
Khalil al-Wazir,3.75,4.333,2.333,1.75,3.8
Khun Sa,2.875,3.0,2.889,3.5,2.0
Kim Il-sung,1.875,3.556,2.111,2.875,2.0
Kim Jong-il,3.125,3.889,2.333,2.5,3.1
Kiyoshi Takayama,3.375,3.222,3.222,2.875,3.6
Klaas Bruinsma,2.75,3.556,2.778,2.0,3.5
Larry Hoover,3.25,2.333,3.0,3.625,3.3
Leo Sharp,2.75,3.889,2.556,1.875,3.9
Leonarda Cianciulli,2.75,4.111,2.778,2.5,2.2
Lo Hsing Han,2.625,3.333,2.778,2.625,2.6
Louis Buchalter,2.0,3.333,3.667,3.875,2.7
Louis Capone,2.75,2.778,3.556,2.125,2.4
Lucky Luciano,3.5,2.556,3.778,3.0,2.8
Lucy Letby,2.75,2.444,3.0,3.25,3.1
Luigi Lucheni,2.5,3.444,3.0,2.125,3.7
Luis Alfredo Garavito,3.25,2.667,3.222,1.625,4.1
Luis Posada Carriles,3.25,3.556,2.111,1.875,3.0
Luke Helder,3.5,4.0,3.333,2.5,1.6
Machine Gun Kelly,2.625,2.778,3.444,2.5,4.3
Mad Dog Coll,2.0,3.111,3.333,3.125,2.6
Magdalena Kopp,2.75,3.444,3.556,3.375,2.3
Manuel Noriega,3.875,2.444,2.222,3.75,3.9
Manuel Pardiñas,2.0,2.556,2.111,1.75,2.8
Manya Surve,2.75,3.778,2.111,3.5,3.2
Mao Zedong,3.875,3.444,2.889,2.375,3.2
Marcel Francisci,3.375,2.667,3.111,2.125,4.0
Marco Camenisch,3.625,4.111,2.667,2.125,2.7
Margherita Cagol,3.0,2.889,2.667,3.125,3.0
Maria Swanenburg,3.25,4.222,2.556,2.375,2.5
Mario Moretti,2.375,4.0,2.778,2.625,3.0
Marshall Joseph Caifano,3.875,3.333,2.333,4.0,2.9
Marwan al-Shehhi,2.5,4.333,3.222,2.875,3.3
Mary Ann Cotton,3.5,2.556,3.667,2.875,3.6
Masood Azhar,3.125,2.889,2.889,3.5,3.4
Meyer Lansky,3.125,3.111,2.333,3.0,2.2
Michael Nunn,2.75,3.0,3.556,1.75,2.9
Michel Fourniret,2.875,2.556,2.778,1.75,3.4
Michele Greco,3.375,3.0,2.444,2.125,3.0
Miguel Emmanuel Figueroa Pérez,3.0,4.0,1.667,3.625,3.1
Miguel Garikoitz Aspiazu Rubina,2.875,3.111,3.0,3.75,3.6
Miguel Rodríguez Orejuela,3.5,3.778,2.333,2.5,3.5
Miguel Treviño Morales,1.875,3.556,3.778,3.375,2.5
Mikhail Popkov,3.375,3.111,3.111,3.0,3.4
Mobutu Sese Seko,2.875,3.778,3.333,3.375,2.9
Mohamed Atta,4.125,3.444,3.111,3.25,1.9
Mohamed Lahouaiej-Bouhlel,3.0,2.444,3.889,3.5,4.0
Monster of Florence,2.625,3.222,2.889,2.625,3.2
Morris Levy,2.875,3.556,2.111,3.375,2.5
Moses Sithole,3.5,3.556,3.778,3.375,3.4
Mounir el-Motassadeq,3.25,3.556,2.889,3.25,2.4
Muammar Gaddafi,2.5,3.0,3.222,2.5,2.2
Murray Riley,3.0,2.222,3.0,3.75,2.1
Myuran Sukumaran,2.5,1.889,2.778,2.375,3.3
Nancy Spungen,3.125,2.778,3.556,1.5,2.9
Nazario Moreno Rodríguez,3.125,1.778,4.333,1.75,3.0
Nemesio Oseguera Cervantes,3.625,2.778,4.111,2.125,3.0
Nicholas Corozzo,3.0,3.0,2.889,3.0,3.1
Nicky Barnes,3.25,2.889,3.333,3.0,3.3
Nicodemo Scarfo,3.0,2.778,2.889,3.25,2.9
Nicolae Ceaușescu,3.375,1.556,2.778,2.0,2.9
Nigel Farage,2.5,3.333,3.111,2.625,2.7
Nipsey Hussle,4.0,3.444,3.222,3.75,2.5
Noordin Mohammad Top,3.375,2.556,3.444,3.625,3.7
Nur-Pashi Kulayev,2.75,3.111,2.556,2.625,3.0
Olive Yang,4.0,2.333,3.333,3.0,2.7
Omar al-Bashir,3.125,3.222,2.778,3.125,3.2
Osama bin Laden,3.125,3.0,4.111,3.375,2.1
Osiel Cárdenas Guillén,2.375,3.444,2.667,2.625,1.9
Otelo Saraiva de Carvalho,2.5,2.556,2.778,3.875,3.6
Ottis Toole,3.0,3.444,3.556,3.75,3.2
Oury Jalloh,3.625,3.889,2.778,2.875,2.8
Ovidio Guzmán López,3.375,2.667,2.667,3.25,2.9
Owney Madden,3.25,3.222,3.222,3.0,3.5
Pablo Acosta Villarreal,3.5,2.889,2.778,2.875,2.3
Pablo Escobar,3.375,2.0,3.111,2.625,2.2
Park Choon-Geum,3.5,2.778,2.556,2.25,2.7
Paul Carbone,3.0,3.222,3.444,2.125,3.6
Paul Ricca,3.25,3.556,2.333,2.125,2.3
Pedro Avilés Pérez,3.25,3.444,2.111,3.375,3.4
Pedro López,2.625,2.333,3.667,4.25,2.6
Pedro Rodrigues Filho,3.0,3.333,3.667,2.125,3.1
Pellegrino Morano,2.5,3.111,3.667,2.375,2.4
Peter Arshinov,3.375,2.667,3.333,2.5,3.6
Peter Gotti,3.5,2.667,3.333,2.625,2.9
Peter Kürten,4.0,3.0,2.889,1.375,2.6
Peter Milano,2.875,2.556,2.333,3.625,3.6
Pierre François Lacenaire,2.5,2.556,3.0,2.875,3.4
Pierre Loutrel,2.5,3.111,2.0,2.625,3.1
Pol Pot,3.625,3.111,3.333,2.625,2.5
Pretty Boy Floyd,1.75,3.0,2.667,1.625,3.3
Rafael Aguilar Guajardo,3.375,4.444,3.222,3.0,2.7
Rafael Caro Quintero,2.25,4.0,2.556,1.375,3.0
Rafael Trujillo,3.375,2.778,3.222,3.125,2.2
Rajendra Sadashiv Nikalje,4.375,2.889,2.778,2.125,3.3
Ralph Capone,2.25,2.333,3.444,2.5,2.3
Ramzi Yousef,3.25,3.222,2.667,3.5,3.8
Ramzi bin al-Shibh,2.75,3.667,3.333,2.75,2.7
Ramón Arellano Félix,3.0,2.778,2.444,3.375,2.7
Raymond Washington,2.375,3.0,3.111,2.875,2.9
Renato Curcio,3.0,2.889,3.222,3.0,3.6
Renato Vallanzasca,3.125,3.778,3.556,2.625,3.1
Ricardo Londoño,2.875,2.333,4.111,3.25,2.8
Richard Chase,2.75,4.0,3.556,1.875,2.5
Richard G. Gotti,2.375,3.333,3.667,2.75,2.5
Richard Ramirez,3.125,3.333,1.889,2.875,2.4
Richard Reid,2.5,3.556,2.778,3.875,2.4
Richard V. Gotti,2.625,2.889,3.333,2.25,2.8
Robert Berdella,3.875,3.111,1.778,3.0,2.4
Robert Hansen,2.25,3.0,2.889,2.625,2.5
Robert Mugabe,2.5,2.556,3.111,3.25,3.7
Robert Pickton,2.75,2.889,3.222,1.125,3.0
Rodney Alcala,3.875,2.556,3.222,3.75,2.7
Rodolfo Walsh,2.5,3.222,2.667,2.625,2.2
Rosemary West,3.0,2.778,2.889,2.5,4.3
Roy Daugherty,2.75,2.889,2.778,3.0,3.3
Roy DeMeo,3.125,2.778,2.556,3.125,1.9
Russell Bufalino,2.625,3.444,2.444,2.75,2.4
Rédoine Faïd,3.0,3.222,2.556,3.375,2.7
Saddam Hussein,3.125,2.889,3.667,2.875,2.4
Said Buryatsky,3.375,3.556,3.111,3.0,2.7
Sajida Mubarak Atrous al-Rishawi,3.625,3.333,3.556,2.75,2.8
Salah Abdeslam,2.875,4.111,2.778,2.625,2.5
Salvatore D'Aquila,2.5,3.444,2.778,3.0,3.3
Salvatore Montagna,2.875,3.333,3.111,2.5,3.1
Salvatore Riina,2.625,3.556,3.333,2.5,3.7
Sam Giancana,2.25,3.111,3.667,3.75,1.9
Sam Jones,2.0,3.778,2.667,2.75,2.4
Samuel Byck,3.25,3.556,3.556,3.25,2.3
Samuel Little,2.875,2.111,3.333,2.875,2.8
Santo Trafficante,2.875,2.333,2.556,3.375,3.2
"Santo Trafficante, Sr.",2.125,3.556,3.333,3.0,1.6
Satoshi Kirishima,2.25,3.111,3.111,2.5,3.1
Schapelle Corby,4.5,2.0,3.889,2.5,2.3
Sergey Golovkin,3.0,3.444,3.333,2.75,2.2
Sergey Stepnyak-Kravchinsky,3.0,3.556,3.333,1.25,4.2
Serhiy Tkach,3.0,2.889,2.556,4.125,2.5
Servando Gómez Martínez,4.625,3.0,2.778,3.375,2.6
Shoko Asahara,3.125,2.889,2.778,2.25,3.5
Slobodan Milošević,3.5,3.0,3.111,3.875,3.8
Soapy Smith,3.375,2.333,2.889,3.25,3.4
Souhaila Andrawes,3.375,3.444,2.222,1.625,3.4
South Park Mexican,3.25,1.444,2.222,2.5,3.2
"Stanley ""Tookie"" Williamp",2.375,3.111,3.0,3.625,3.3
Stefano Delle Chiaie,2.375,3.111,2.333,3.375,2.7
Stepan Bandera,3.375,3.444,3.111,3.25,2.7
Stepan Khalturin,2.125,4.0,3.667,3.5,2.2
Steve Francis,2.75,3.333,2.889,2.5,3.7
Suharto,2.875,2.667,3.111,3.0,3.3
Sun Xiaoguo,3.5,2.667,2.444,1.875,3.3
Susan Atkins,4.0,2.222,2.778,2.625,2.9
Tadamasa Goto,3.25,2.889,2.667,3.375,2.2
Tamerlan Tsarnaev,2.625,2.222,3.222,2.5,3.2
Ted Bundy,3.875,2.111,2.667,3.0,2.4
Ted Kaczynski,2.5,2.444,2.556,3.25,3.0
Terry Nichols,2.625,4.111,3.111,2.375,3.9
The Axeman of New Orleans,3.75,3.333,3.333,2.75,2.8
Thenmozhi Rajaratnam,3.25,3.667,2.778,2.125,3.8
Thomas DeSimone,2.5,2.222,3.889,2.75,3.0
Thomas Eboli,3.0,3.222,2.444,3.375,3.9
Thomas Neill Cream,2.5,3.889,3.444,2.5,3.3
Thug Behram,3.0,2.333,3.0,3.375,2.5
Timothy McVeigh,3.5,3.111,2.889,1.625,3.2
Tommaso Buscetta,2.5,3.667,2.444,2.375,4.3
Tsutomu Miyazaki,3.375,2.444,3.444,2.625,3.5
Txutxi,3.25,3.111,3.556,3.125,2.3
Umar Farouk Abdulmutallab,3.125,3.111,3.889,2.375,2.5
Urke Nachalnik,3.875,3.333,2.889,2.625,1.8
Valerio Fioravanti,3.625,2.333,2.111,3.0,2.4
Van Tuong Nguyen,3.25,3.111,3.444,3.125,2.6
Velma Barfield,2.375,4.111,3.111,3.625,1.9
Velupillai Prabhakaran,3.0,3.556,3.778,3.125,3.2
Victor Amuso,2.25,3.667,3.444,3.25,2.7
Vikas Dubey,3.0,2.667,3.0,2.25,2.9
Vito Cascioferro,3.0,3.556,2.444,2.125,3.7
Vito Genovese,3.75,2.667,3.444,3.25,2.2
Vito Rizzuto,2.0,3.444,2.667,3.375,2.4
Vladimir Arutyunian,2.75,3.0,3.667,2.25,3.1
Vlado Taneski,2.5,3.333,3.556,2.875,2.7
Víctor Polay,2.75,2.556,2.0,2.75,3.2
Wail al-Shehri,2.625,2.444,3.556,3.0,3.2
Waleed al-Shehri,3.75,3.444,3.556,2.625,2.5
Wayne Williams,2.75,3.667,3.111,2.625,2.8
Whitey Bulger,3.125,2.556,3.556,3.0,3.0
Wilfried Böse,3.375,2.778,2.222,3.5,3.5
William Bedford,3.125,3.222,3.0,3.125,2.4
William Bentvena,2.375,3.333,3.0,2.125,2.6
William Bonin,2.5,3.333,3.111,4.25,3.4
William Leonard Pickard,4.25,2.778,2.778,2.0,2.5
William Palmer,2.375,2.667,2.778,2.5,2.7
William T. Anderson,2.5,3.556,2.889,3.75,3.3
Willie Moretti,3.0,1.556,3.222,3.125,2.8
Yahya Sinwar,4.0,2.778,2.444,2.625,2.3
Yakov Blumkin,3.375,4.111,2.667,3.5,3.1
Yang Xinhai,2.75,3.444,3.667,2.625,3.0
Yasin Malik,2.75,3.111,3.556,2.875,2.8
Yevno Azef,3.625,3.0,2.778,2.75,3.0
Yoo Young-chul,2.25,2.444,3.444,2.125,2.5
Yoshio Kodama,2.875,3.444,4.111,1.625,1.8
Zodiac Killer,2.5,3.222,3.556,3.25,2.3
Ángel Maturino Reséndiz,1.75,2.778,1.444,1.875,3.5
2 Pistols,2.75,2.222,2.444,2.75,2.5
Abdelhamid Abaaoud,2.875,2.667,3.333,3.625,2.5
Abdolmalek Rigi,2.75,3.667,3.667,2.375,3.1
Abdulaziz al-Omari,3.75,3.444,2.556,3.5,3.6
Abdullah Ahmed Abdullah,3.875,2.889,3.556,2.75,3.0
Abner Zwillman,3.625,4.444,3.0,3.75,4.1
Abu Ali al-Anbari,3.0,3.444,3.556,2.375,3.6
Abu Bakr al-Baghdadi,2.375,2.889,2.889,2.125,2.6
Abu Muslim al-Turkmani,3.25,3.0,3.222,3.625,3.2
Abu Qatada,2.625,3.889,2.444,2.25,3.4
Abu Salem,2.75,3.222,3.0,2.25,2.8
Abu Suleiman al-Naser,3.875,4.667,3.778,3.125,3.4
Abu Waheeb,3.0,3.667,3.222,3.25,3.9
Adolf Hitler,3.125,2.556,3.0,3.5,4.0
