Name,Question,Inr,Answer
Martin Luther King Jr.,Is sometimes rude to others,37,2
Martin Luther King Jr.,Makes plans and follows through with them,38,5
Martin Luther King Jr.,Gets nervous easily,39,2
Martin Luther King Jr.,"Likes to reflect, play with ideas",40,5
Martin Luther King Jr.,Has few artistic interests,41,2
Martin Luther King Jr.,Likes to cooperate with others,42,5
Martin Luther King Jr.,Is easily distracted,43,3
Martin Luther King Jr.,"Is sophisticated in art, music, or Literature",44,4
Mikhail Gorbachev,Is talkative,1,4
Mikhail Gorbachev,Tends to find fault with others,2,3
Mikhail Gorbachev,Does a thorough job,3,4
Mikhail Gorbachev,"Is depressed, blue",4,3
Mikhail Gorbachev,"Is original, comes up with new ideas",5,4
Mikhail Gorbachev,Is reserved,6,2
Mikhail Gorbachev,Is helpful and unselfish with others,7,4
Mikhail Gorbachev,Can be somewhat careless,8,3
Mikhail Gorbachev,"Is relaxed, handles stress well",9,4
Mikhail Gorbachev,Is curious about many different things,10,5
Mikhail Gorbachev,Is full of energy,11,4
Mikhail Gorbachev,Starts quarrels with others,12,2
Mikhail Gorbachev,Is a reliable worker,13,5
Mikhail Gorbachev,Can be tense,14,4
Mikhail Gorbachev,"Is ingenious, a deep thinker",15,4
Mikhail Gorbachev,Generates a lot of enthusiasm,16,4
Mikhail Gorbachev,Has a forgiving nature,17,4
Mikhail Gorbachev,Tends to be disorganized,18,2
Mikhail Gorbachev,Worries a lot,19,3
Mikhail Gorbachev,Has an active imagination,20,4
Mikhail Gorbachev,Tends to be quiet,21,2
Mikhail Gorbachev,Is generally trusting,22,4
Mikhail Gorbachev,Tends to be lazy,23,2
Mikhail Gorbachev,"Is emotionally stable, not easily upset",24,4
Mikhail Gorbachev,Is inventive,25,4
Mikhail Gorbachev,Has an assertive personality,26,4
Mikhail Gorbachev,Can be cold and aloof,27,2
Mikhail Gorbachev,Perseveres until the task is finished,28,4
Mikhail Gorbachev,Can be moody,29,3
Mikhail Gorbachev,"Values artistic, aesthetic experiences",30,4
Mikhail Gorbachev,"Is sometimes shy, inhibited",31,3
Mikhail Gorbachev,Is considerate and kind to almost everyone,32,4
Mikhail Gorbachev,Does things efficiently,33,4
Mikhail Gorbachev,Remains calm in tense situations,34,4
Mikhail Gorbachev,Prefers work that is routine,35,2
Mikhail Gorbachev,"Is outgoing, sociable",36,4
Mikhail Gorbachev,Is sometimes rude to others,37,2
Mikhail Gorbachev,Makes plans and follows through with them,38,4
Mikhail Gorbachev,Gets nervous easily,39,3
Mikhail Gorbachev,"Likes to reflect, play with ideas",40,5
Mikhail Gorbachev,Has few artistic interests,41,2
Mikhail Gorbachev,Likes to cooperate with others,42,4
Mikhail Gorbachev,Is easily distracted,43,3
Mikhail Gorbachev,"Is sophisticated in art, music, or Literature",44,4
Mother Teresa,Is talkative,1,3
Mother Teresa,Tends to find fault with others,2,1
Mother Teresa,Does a thorough job,3,5
Mother Teresa,"Is depressed, blue",4,1
Mother Teresa,"Is original, comes up with new ideas",5,4
Mother Teresa,Is reserved,6,2
Mother Teresa,Is helpful and unselfish with others,7,5
Mother Teresa,Can be somewhat careless,8,1
Mother Teresa,"Is relaxed, handles stress well",9,5
Mother Teresa,Is curious about many different things,10,5
Mother Teresa,Is full of energy,11,5
Mother Teresa,Starts quarrels with others,12,1
Mother Teresa,Is a reliable worker,13,5
Mother Teresa,Can be tense,14,2
Mother Teresa,"Is ingenious, a deep thinker",15,4
Mother Teresa,Generates a lot of enthusiasm,16,5
Mother Teresa,Has a forgiving nature,17,5
Mother Teresa,Tends to be disorganized,18,1
Mother Teresa,Worries a lot,19,1
Mother Teresa,Has an active imagination,20,5
Mother Teresa,Tends to be quiet,21,4
Mother Teresa,Is generally trusting,22,5
Mother Teresa,Tends to be lazy,23,1
Mother Teresa,"Is emotionally stable, not easily upset",24,5
Mother Teresa,Is inventive,25,4
Mother Teresa,Has an assertive personality,26,4
Mother Teresa,Can be cold and aloof,27,1
Mother Teresa,Perseveres until the task is finished,28,5
Mother Teresa,Can be moody,29,3
Mother Teresa,"Values artistic, aesthetic experiences",30,5
Mother Teresa,"Is sometimes shy, inhibited",31,1
Mother Teresa,Is considerate and kind to almost everyone,32,5
Mother Teresa,Does things efficiently,33,5
Mother Teresa,Remains calm in tense situations,34,5
Mother Teresa,Prefers work that is routine,35,3
Mother Teresa,"Is outgoing, sociable",36,5
Mother Teresa,Is sometimes rude to others,37,1
Mother Teresa,Makes plans and follows through with them,38,5
Mother Teresa,Gets nervous easily,39,1
Mother Teresa,"Likes to reflect, play with ideas",40,5
Mother Teresa,Has few artistic interests,41,3
Mother Teresa,Likes to cooperate with others,42,5
Mother Teresa,Is easily distracted,43,3
Mother Teresa,"Is sophisticated in art, music, or Literature",44,3
Theodore Roosevelt,Is talkative,1,5
Theodore Roosevelt,Tends to find fault with others,2,2
Theodore Roosevelt,Does a thorough job,3,5
Theodore Roosevelt,"Is depressed, blue",4,1
Theodore Roosevelt,"Is original, comes up with new ideas",5,5
Theodore Roosevelt,Is reserved,6,1
Theodore Roosevelt,Is helpful and unselfish with others,7,5
Theodore Roosevelt,Can be somewhat careless,8,2
Theodore Roosevelt,"Is relaxed, handles stress well",9,5
Theodore Roosevelt,Is curious about many different things,10,5
Theodore Roosevelt,Is full of energy,11,5
Theodore Roosevelt,Starts quarrels with others,12,1
Theodore Roosevelt,Is a reliable worker,13,5
Theodore Roosevelt,Can be tense,14,3
Theodore Roosevelt,"Is ingenious, a deep thinker",15,5
Theodore Roosevelt,Generates a lot of enthusiasm,16,5
Theodore Roosevelt,Has a forgiving nature,17,4
Theodore Roosevelt,Tends to be disorganized,18,1
Theodore Roosevelt,Worries a lot,19,1
Theodore Roosevelt,Has an active imagination,20,5
Theodore Roosevelt,Tends to be quiet,21,1
Theodore Roosevelt,Is generally trusting,22,4
Theodore Roosevelt,Tends to be lazy,23,1
Theodore Roosevelt,"Is emotionally stable, not easily upset",24,4
Theodore Roosevelt,Is inventive,25,5
Theodore Roosevelt,Has an assertive personality,26,5
Theodore Roosevelt,Can be cold and aloof,27,2
Theodore Roosevelt,Perseveres until the task is finished,28,5
Theodore Roosevelt,Can be moody,29,3
Theodore Roosevelt,"Values artistic, aesthetic experiences",30,4
Theodore Roosevelt,"Is sometimes shy, inhibited",31,2
Theodore Roosevelt,Is considerate and kind to almost everyone,32,5
Theodore Roosevelt,Does things efficiently,33,5
Theodore Roosevelt,Remains calm in tense situations,34,5
Theodore Roosevelt,Prefers work that is routine,35,2
Theodore Roosevelt,"Is outgoing, sociable",36,5
Theodore Roosevelt,Is sometimes rude to others,37,2
Theodore Roosevelt,Makes plans and follows through with them,38,5
Theodore Roosevelt,Gets nervous easily,39,1
Theodore Roosevelt,"Likes to reflect, play with ideas",40,5
Theodore Roosevelt,Has few artistic interests,41,1
Theodore Roosevelt,Likes to cooperate with others,42,5
Theodore Roosevelt,Is easily distracted,43,3
Theodore Roosevelt,"Is sophisticated in art, music, or Literature",44,4
Jimmy Carter,Is talkative,1,4
Jimmy Carter,Tends to find fault with others,2,2
Jimmy Carter,Does a thorough job,3,5
Jimmy Carter,"Is depressed, blue",4,2
Jimmy Carter,"Is original, comes up with new ideas",5,4
Jimmy Carter,Is reserved,6,2
Jimmy Carter,Is helpful and unselfish with others,7,5
Jimmy Carter,Can be somewhat careless,8,2
Jimmy Carter,"Is relaxed, handles stress well",9,4
Jimmy Carter,Is curious about many different things,10,5
Jimmy Carter,Is full of energy,11,4
Jimmy Carter,Starts quarrels with others,12,1
Jimmy Carter,Is a reliable worker,13,5
Jimmy Carter,Can be tense,14,4
Jimmy Carter,"Is ingenious, a deep thinker",15,4
Jimmy Carter,Generates a lot of enthusiasm,16,4
Jimmy Carter,Has a forgiving nature,17,5
Jimmy Carter,Tends to be disorganized,18,1
Jimmy Carter,Worries a lot,19,3
Jimmy Carter,Has an active imagination,20,4
Jimmy Carter,Tends to be quiet,21,2
Jimmy Carter,Is generally trusting,22,5
Jimmy Carter,Tends to be lazy,23,2
Jimmy Carter,"Is emotionally stable, not easily upset",24,4
Jimmy Carter,Is inventive,25,4
Jimmy Carter,Has an assertive personality,26,4
Jimmy Carter,Can be cold and aloof,27,2
Jimmy Carter,Perseveres until the task is finished,28,5
Jimmy Carter,Can be moody,29,3
Jimmy Carter,"Values artistic, aesthetic experiences",30,4
Jimmy Carter,"Is sometimes shy, inhibited",31,2
Jimmy Carter,Is considerate and kind to almost everyone,32,5
Jimmy Carter,Does things efficiently,33,4
Jimmy Carter,Remains calm in tense situations,34,4
Jimmy Carter,Prefers work that is routine,35,2
Jimmy Carter,"Is outgoing, sociable",36,4
Jimmy Carter,Is sometimes rude to others,37,2
Jimmy Carter,Makes plans and follows through with them,38,5
Jimmy Carter,Gets nervous easily,39,2
Jimmy Carter,"Likes to reflect, play with ideas",40,5
Jimmy Carter,Has few artistic interests,41,2
Jimmy Carter,Likes to cooperate with others,42,5
Jimmy Carter,Is easily distracted,43,3
Jimmy Carter,"Is sophisticated in art, music, or Literature",44,4
Woodrow Wilson,Is talkative,1,4
Woodrow Wilson,Tends to find fault with others,2,2
Woodrow Wilson,Does a thorough job,3,5
Woodrow Wilson,"Is depressed, blue",4,3
Woodrow Wilson,"Is original, comes up with new ideas",5,5
Woodrow Wilson,Is reserved,6,2
Woodrow Wilson,Is helpful and unselfish with others,7,4
Woodrow Wilson,Can be somewhat careless,8,2
Woodrow Wilson,"Is relaxed, handles stress well",9,4
Woodrow Wilson,Is curious about many different things,10,5
Woodrow Wilson,Is full of energy,11,4
Woodrow Wilson,Starts quarrels with others,12,1
Woodrow Wilson,Is a reliable worker,13,5
Woodrow Wilson,Can be tense,14,4
Woodrow Wilson,"Is ingenious, a deep thinker",15,5
Woodrow Wilson,Generates a lot of enthusiasm,16,4
Woodrow Wilson,Has a forgiving nature,17,4
Woodrow Wilson,Tends to be disorganized,18,1
Woodrow Wilson,Worries a lot,19,4
Woodrow Wilson,Has an active imagination,20,4
Woodrow Wilson,Tends to be quiet,21,2
Woodrow Wilson,Is generally trusting,22,4
Woodrow Wilson,Tends to be lazy,23,1
Woodrow Wilson,"Is emotionally stable, not easily upset",24,4
Woodrow Wilson,Is inventive,25,5
Woodrow Wilson,Has an assertive personality,26,4
Woodrow Wilson,Can be cold and aloof,27,2
Woodrow Wilson,Perseveres until the task is finished,28,5
Woodrow Wilson,Can be moody,29,3
Woodrow Wilson,"Values artistic, aesthetic experiences",30,4
Woodrow Wilson,"Is sometimes shy, inhibited",31,3
Woodrow Wilson,Is considerate and kind to almost everyone,32,4
Woodrow Wilson,Does things efficiently,33,5
Woodrow Wilson,Remains calm in tense situations,34,4
Woodrow Wilson,Prefers work that is routine,35,2
Woodrow Wilson,"Is outgoing, sociable",36,4
Woodrow Wilson,Is sometimes rude to others,37,2
Woodrow Wilson,Makes plans and follows through with them,38,5
Woodrow Wilson,Gets nervous easily,39,2
Woodrow Wilson,"Likes to reflect, play with ideas",40,5
Woodrow Wilson,Has few artistic interests,41,2
Woodrow Wilson,Likes to cooperate with others,42,5
Woodrow Wilson,Is easily distracted,43,3
Woodrow Wilson,"Is sophisticated in art, music, or Literature",44,4
Kofi Annan,Is talkative,1,4
Kofi Annan,Tends to find fault with others,2,2
Kofi Annan,Does a thorough job,3,5
Kofi Annan,"Is depressed, blue",4,3
Kofi Annan,"Is original, comes up with new ideas",5,4
Kofi Annan,Is reserved,6,4
Kofi Annan,Is helpful and unselfish with others,7,5
Kofi Annan,Can be somewhat careless,8,3
Kofi Annan,"Is relaxed, handles stress well",9,4
Kofi Annan,Is curious about many different things,10,5
Kofi Annan,Is full of energy,11,4
Kofi Annan,Starts quarrels with others,12,1
Kofi Annan,Is a reliable worker,13,5
Kofi Annan,Can be tense,14,3
Kofi Annan,"Is ingenious, a deep thinker",15,4
Kofi Annan,Generates a lot of enthusiasm,16,4
Kofi Annan,Has a forgiving nature,17,5
Kofi Annan,Tends to be disorganized,18,2
Kofi Annan,Worries a lot,19,3
Kofi Annan,Has an active imagination,20,4
Kofi Annan,Tends to be quiet,21,2
Kofi Annan,Is generally trusting,22,4
Kofi Annan,Tends to be lazy,23,2
Kofi Annan,"Is emotionally stable, not easily upset",24,4
Kofi Annan,Is inventive,25,4
Kofi Annan,Has an assertive personality,26,4
Kofi Annan,Can be cold and aloof,27,2
Kofi Annan,Perseveres until the task is finished,28,5
Kofi Annan,Can be moody,29,3
Kofi Annan,"Values artistic, aesthetic experiences",30,4
Kofi Annan,"Is sometimes shy, inhibited",31,3
Kofi Annan,Is considerate and kind to almost everyone,32,5
Kofi Annan,Does things efficiently,33,4
Kofi Annan,Remains calm in tense situations,34,5
Kofi Annan,Prefers work that is routine,35,2
Kofi Annan,"Is outgoing, sociable",36,4
Kofi Annan,Is sometimes rude to others,37,3
Kofi Annan,Makes plans and follows through with them,38,5
Kofi Annan,Gets nervous easily,39,2
Kofi Annan,"Likes to reflect, play with ideas",40,4
Kofi Annan,Has few artistic interests,41,2
Kofi Annan,Likes to cooperate with others,42,5
Kofi Annan,Is easily distracted,43,3
Kofi Annan,"Is sophisticated in art, music, or Literature",44,4
Tenzin Gyatso,Is talkative,1,4
Tenzin Gyatso,Tends to find fault with others,2,2
Tenzin Gyatso,Does a thorough job,3,4
Tenzin Gyatso,"Is depressed, blue",4,3
Tenzin Gyatso,"Is original, comes up with new ideas",5,4
Tenzin Gyatso,Is reserved,6,2
Tenzin Gyatso,Is helpful and unselfish with others,7,5
Tenzin Gyatso,Can be somewhat careless,8,3
Tenzin Gyatso,"Is relaxed, handles stress well",9,4
Tenzin Gyatso,Is curious about many different things,10,5
Tenzin Gyatso,Is full of energy,11,4
Tenzin Gyatso,Starts quarrels with others,12,1
Tenzin Gyatso,Is a reliable worker,13,5
Tenzin Gyatso,Can be tense,14,3
Tenzin Gyatso,"Is ingenious, a deep thinker",15,5
Tenzin Gyatso,Generates a lot of enthusiasm,16,4
Tenzin Gyatso,Has a forgiving nature,17,5
Tenzin Gyatso,Tends to be disorganized,18,1
Tenzin Gyatso,Worries a lot,19,3
Tenzin Gyatso,Has an active imagination,20,5
Tenzin Gyatso,Tends to be quiet,21,4
Tenzin Gyatso,Is generally trusting,22,4
Tenzin Gyatso,Tends to be lazy,23,3
Tenzin Gyatso,"Is emotionally stable, not easily upset",24,4
Tenzin Gyatso,Is inventive,25,4
Tenzin Gyatso,Has an assertive personality,26,4
Tenzin Gyatso,Can be cold and aloof,27,2
Tenzin Gyatso,Perseveres until the task is finished,28,5
Tenzin Gyatso,Can be moody,29,3
Tenzin Gyatso,"Values artistic, aesthetic experiences",30,5
Tenzin Gyatso,"Is sometimes shy, inhibited",31,3
Tenzin Gyatso,Is considerate and kind to almost everyone,32,5
Tenzin Gyatso,Does things efficiently,33,4
Tenzin Gyatso,Remains calm in tense situations,34,5
Tenzin Gyatso,Prefers work that is routine,35,2
Tenzin Gyatso,"Is outgoing, sociable",36,4
Tenzin Gyatso,Is sometimes rude to others,37,2
Tenzin Gyatso,Makes plans and follows through with them,38,4
Tenzin Gyatso,Gets nervous easily,39,3
Tenzin Gyatso,"Likes to reflect, play with ideas",40,5
Tenzin Gyatso,Has few artistic interests,41,2
Tenzin Gyatso,Likes to cooperate with others,42,5
Tenzin Gyatso,Is easily distracted,43,3
Tenzin Gyatso,"Is sophisticated in art, music, or Literature",44,4
Aung San Suu Kyi,Is talkative,1,4
Aung San Suu Kyi,Tends to find fault with others,2,3
Aung San Suu Kyi,Does a thorough job,3,5
Aung San Suu Kyi,"Is depressed, blue",4,3
Aung San Suu Kyi,"Is original, comes up with new ideas",5,5
Aung San Suu Kyi,Is reserved,6,2
Aung San Suu Kyi,Is helpful and unselfish with others,7,5
Aung San Suu Kyi,Can be somewhat careless,8,2
Aung San Suu Kyi,"Is relaxed, handles stress well",9,4
Aung San Suu Kyi,Is curious about many different things,10,5
Aung San Suu Kyi,Is full of energy,11,4
Aung San Suu Kyi,Starts quarrels with others,12,1
Aung San Suu Kyi,Is a reliable worker,13,5
Aung San Suu Kyi,Can be tense,14,3
Aung San Suu Kyi,"Is ingenious, a deep thinker",15,4
Aung San Suu Kyi,Generates a lot of enthusiasm,16,4
Aung San Suu Kyi,Has a forgiving nature,17,4
Aung San Suu Kyi,Tends to be disorganized,18,2
Aung San Suu Kyi,Worries a lot,19,3
Aung San Suu Kyi,Has an active imagination,20,4
Aung San Suu Kyi,Tends to be quiet,21,2
Aung San Suu Kyi,Is generally trusting,22,4
Aung San Suu Kyi,Tends to be lazy,23,2
Aung San Suu Kyi,"Is emotionally stable, not easily upset",24,4
Aung San Suu Kyi,Is inventive,25,4
Aung San Suu Kyi,Has an assertive personality,26,4
Aung San Suu Kyi,Can be cold and aloof,27,2
Aung San Suu Kyi,Perseveres until the task is finished,28,5
Aung San Suu Kyi,Can be moody,29,3
Aung San Suu Kyi,"Values artistic, aesthetic experiences",30,4
Aung San Suu Kyi,"Is sometimes shy, inhibited",31,3
Aung San Suu Kyi,Is considerate and kind to almost everyone,32,4
Aung San Suu Kyi,Does things efficiently,33,4
Aung San Suu Kyi,Remains calm in tense situations,34,5
Aung San Suu Kyi,Prefers work that is routine,35,2
Aung San Suu Kyi,"Is outgoing, sociable",36,4
Aung San Suu Kyi,Is sometimes rude to others,37,2
Aung San Suu Kyi,Makes plans and follows through with them,38,5
Aung San Suu Kyi,Gets nervous easily,39,2
Aung San Suu Kyi,"Likes to reflect, play with ideas",40,5
Aung San Suu Kyi,Has few artistic interests,41,2
Aung San Suu Kyi,Likes to cooperate with others,42,4
Aung San Suu Kyi,Is easily distracted,43,3
Aung San Suu Kyi,"Is sophisticated in art, music, or Literature",44,5
Malala Yousafzai,Is talkative,1,4
Malala Yousafzai,Tends to find fault with others,2,2
Malala Yousafzai,Does a thorough job,3,5
Malala Yousafzai,"Is depressed, blue",4,1
Malala Yousafzai,"Is original, comes up with new ideas",5,5
Malala Yousafzai,Is reserved,6,2
Malala Yousafzai,Is helpful and unselfish with others,7,5
Malala Yousafzai,Can be somewhat careless,8,2
Malala Yousafzai,"Is relaxed, handles stress well",9,4
Malala Yousafzai,Is curious about many different things,10,5
Malala Yousafzai,Is full of energy,11,5
Malala Yousafzai,Starts quarrels with others,12,1
Malala Yousafzai,Is a reliable worker,13,5
Malala Yousafzai,Can be tense,14,3
Malala Yousafzai,"Is ingenious, a deep thinker",15,5
Malala Yousafzai,Generates a lot of enthusiasm,16,5
Malala Yousafzai,Has a forgiving nature,17,5
Malala Yousafzai,Tends to be disorganized,18,2
Malala Yousafzai,Worries a lot,19,3
Malala Yousafzai,Has an active imagination,20,5
Malala Yousafzai,Tends to be quiet,21,2
Malala Yousafzai,Is generally trusting,22,5
Malala Yousafzai,Tends to be lazy,23,1
Malala Yousafzai,"Is emotionally stable, not easily upset",24,4
Malala Yousafzai,Is inventive,25,5
Malala Yousafzai,Has an assertive personality,26,5
Malala Yousafzai,Can be cold and aloof,27,2
Malala Yousafzai,Perseveres until the task is finished,28,5
Malala Yousafzai,Can be moody,29,3
Malala Yousafzai,"Values artistic, aesthetic experiences",30,5
Malala Yousafzai,"Is sometimes shy, inhibited",31,3
Malala Yousafzai,Is considerate and kind to almost everyone,32,5
Malala Yousafzai,Does things efficiently,33,5
Malala Yousafzai,Remains calm in tense situations,34,5
Malala Yousafzai,Prefers work that is routine,35,2
Malala Yousafzai,"Is outgoing, sociable",36,4
Malala Yousafzai,Is sometimes rude to others,37,1
Malala Yousafzai,Makes plans and follows through with them,38,5
Malala Yousafzai,Gets nervous easily,39,2
Malala Yousafzai,"Likes to reflect, play with ideas",40,5
Malala Yousafzai,Has few artistic interests,41,2
Malala Yousafzai,Likes to cooperate with others,42,5
Malala Yousafzai,Is easily distracted,43,2
Malala Yousafzai,"Is sophisticated in art, music, or Literature",44,4
Yasser Arafat,Is talkative,1,4
Yasser Arafat,Tends to find fault with others,2,4
Yasser Arafat,Does a thorough job,3,4
Yasser Arafat,"Is depressed, blue",4,3
Yasser Arafat,"Is original, comes up with new ideas",5,5
Yasser Arafat,Is reserved,6,2
Yasser Arafat,Is helpful and unselfish with others,7,4
Yasser Arafat,Can be somewhat careless,8,4
Yasser Arafat,"Is relaxed, handles stress well",9,4
Yasser Arafat,Is curious about many different things,10,4
Yasser Arafat,Is full of energy,11,5
Yasser Arafat,Starts quarrels with others,12,4
Yasser Arafat,Is a reliable worker,13,5
Yasser Arafat,Can be tense,14,4
Yasser Arafat,"Is ingenious, a deep thinker",15,5
Yasser Arafat,Generates a lot of enthusiasm,16,4
Yasser Arafat,Has a forgiving nature,17,3
Yasser Arafat,Tends to be disorganized,18,2
Yasser Arafat,Worries a lot,19,4
Yasser Arafat,Has an active imagination,20,4
Yasser Arafat,Tends to be quiet,21,2
Yasser Arafat,Is generally trusting,22,2
Yasser Arafat,Tends to be lazy,23,2
Yasser Arafat,"Is emotionally stable, not easily upset",24,4
Yasser Arafat,Is inventive,25,4
Yasser Arafat,Has an assertive personality,26,5
Yasser Arafat,Can be cold and aloof,27,4
Yasser Arafat,Perseveres until the task is finished,28,5
Yasser Arafat,Can be moody,29,4
Yasser Arafat,"Values artistic, aesthetic experiences",30,3
Yasser Arafat,"Is sometimes shy, inhibited",31,3
Yasser Arafat,Is considerate and kind to almost everyone,32,4
Yasser Arafat,Does things efficiently,33,4
Yasser Arafat,Remains calm in tense situations,34,4
Yasser Arafat,Prefers work that is routine,35,2
Yasser Arafat,"Is outgoing, sociable",36,4
Yasser Arafat,Is sometimes rude to others,37,4
Yasser Arafat,Makes plans and follows through with them,38,4
Yasser Arafat,Gets nervous easily,39,2
Yasser Arafat,"Likes to reflect, play with ideas",40,4
Yasser Arafat,Has few artistic interests,41,2
Yasser Arafat,Likes to cooperate with others,42,4
Yasser Arafat,Is easily distracted,43,3
Yasser Arafat,"Is sophisticated in art, music, or Literature",44,4
Henry Kissinger,Is talkative,1,4
Henry Kissinger,Tends to find fault with others,2,4
